"year","name","tot","n.all","n.used","hi","lo","sd","board.rk"
2018,"Chima Moneke",0,1,0,122,122,,146
2018,"Emmitt Holt",0,1,0,147,147,,146
2018,"Giddy Potts",0,1,0,150,150,,146
2018,"Ismael Sonogo",0,1,0,135,135,,146
2018,"Jarius Lyles",0,1,0,121,121,,146
2018,"Jordan Varnado",0,1,0,127,127,,146
2018,"Justin Bibbs",0,1,0,115,115,,146
2018,"Justin Johnson",0,1,0,107,107,,146
2018,"Justin Tillman",0,1,0,144,144,,146
2018,"Kam Chatman",0,1,0,125,125,,146
2018,"Khadeen Carrington",0,1,0,137,137,,146
2018,"Leron Black",0,1,0,148,148,,146
2018,"LiAngelo Ball",0,1,0,153,153,,146
2018,"Manu Lecomte",0,1,0,118,118,,146
2018,"Marc Garcia",0,1,0,105,105,,146
2018,"Marvin Clark",0,1,0,112,112,,146
2018,"Matt Farrell",0,1,0,145,145,,146
2018,"Nana Foulland",0,1,0,149,149,,146
2018,"Nate Mason",0,1,0,154,154,,146
2018,"Nick King",0,1,0,109,109,,146
2018,"Peyton Aldridge",0,1,0,103,103,,146
2018,"Reggie Lynch",0,1,0,141,141,,146
2018,"Tyler Nelson",0,1,0,151,151,,146
2018,"William Lee",0,1,0,101,101,,146
2019,"Jontay Porter",781,18,18,5,70,16.4670397671473,32
2019,"Terence Davis",668,17,17,25,54,8.68230113168027,39
2019,"Luguentz Dort",667,17,17,24,67,12.523800870155,40
2019,"DaQuan Jeffries",608,15,15,26,51,8.2848111166215,42
2019,"Shamorie Ponds",577,18,18,28,77,11.4492343551987,43
2019,"Naz Reid",520,17,17,31,67,11.2700801187193,44
2019,"Jalen Lecque",504,13,13,36,64,9.20005574119123,47
2019,"Louis King",476,17,17,29,83,15.2843152976392,50
2019,"Zach Norvell",458,15,15,28,66,10.633281086601,52
2019,"Zylan Cheatham",453,13,13,27,76,14.8820146141025,53
2019,"Yovel Zoosman",451,12,11,22,120,27.6387683363698,54
2019,"Dedric Lawson",334,12,12,38,94,14.8535782853422,63
2019,"Justin Robinson",312,9,9,45,92,16.2873502380767,65
2019,"Charles Matthews",307,12,11,32,141,27.7089855243363,66
2019,"Jaylen Hoard",275,10,10,52,100,15.5524203189657,67
2019,"Ky Bowman",268,8,8,39,88,14.6945082064209,69
2019,"John Konchar",256,11,11,31,91,22.0037186939762,70
2019,"Joshua Obiesie",238,9,9,48,94,15.0748134316813,71
2019,"Brian Bowen",226,10,10,39,93,15.8968899823554,72
2019,"Tacko Fall",202,7,7,54,88,11.0561338286987,73
2019,"Josh Reaves",179,8,8,34,97,23.0403372991183,74
2019,"Dean Wade",177,9,9,40,98,20.7545175805173,75
2019,"Jared Harper",171,7,7,59,86,11.6680271315616,76
2019,"Adam Mokoka",159,9,8,54,147,26.8188366638078,77
2019,"Oshae Brissett",143,8,7,52,102,17.8560713964266,80
2019,"Chris Clemons",142,9,8,41,116,22.1076909694341,81
2019,"Ethan Happ",140,6,6,61,95,12.4539150470846,82
2019,"Tyus Battle",138,7,7,72,90,7.38079876952288,83
2019,"Simisola Shittu",138,6,5,63,146,31.8166623013791,83
2019,"Jarrey Foster",136,7,7,58,98,13.437686875777,85
2019,"Sagaba Konate",132,9,8,45,113,18.7149672722129,86
2019,"Kris Wilkes",127,6,6,70,90,8.2320511822186,87
2019,"Kenny Wooten",117,7,6,56,143,27.1398494574201,88
2019,"Aubrey Dawkins",113,7,7,50,99,15.9552946877025,89
2019,"Kerwin Roach",104,8,6,58,104,16.5480900926447,91
2019,"Juwan Morgan",102,7,5,50,112,23.6924741918891,92
2019,"Robert Franks",95,6,5,55,101,15.7194147473753,93
2019,"Max Strus",93,4,3,68,129,29.5338788512447,94
2019,"Aric Holman",90,5,5,69,93,10.0349389634417,96
2019,"Bennie Boatwright",87,3,3,33,95,33.9558536926993,98
2019,"Charlie Brown",82,4,4,69,91,9.57427107756338,99
2019,"Jordan Caroline",77,4,3,72,142,33.4265363645911,100
2019,"Cameron Jackson",70,2,2,61,71,7.07106781186548,101
2019,"D'Marcus Simonds",65,6,4,46,120,28.654260881528,102
2019,"Moses Brown",62,5,3,57,111,21.2320512433443,103
2019,"Tyler Cook",60,6,4,49,117,24.8971216542529,104
2019,"Rayjon Tucker",59,5,4,63,133,24.845522735495,105
2019,"Amir Coffey",58,5,4,78,127,20.583974348993,106
2019,"Jeremiah Martin",55,3,3,66,73,4.04145188432738,107
2019,"James Palmer",44,5,3,75,115,15.7892368403289,108
2019,"Lindell Wigginton",43,4,2,70,116,20.5649377987551,109
2019,"Matt Morgan",43,2,2,74,85,7.77817459305202,109
2019,"Caleb Martin",40,3,2,80,101,11.5902257671425,111
2019,"Chris Silva",39,2,2,71,73,1.4142135623731,112
2019,"Nick Ward",39,1,1,62,62,,112
2019,"Mike Daum",38,2,2,75,89,9.89949493661167,114
2019,"Kenny Goins",35,1,1,66,66,,115
2019,"Luke Maye",34,1,1,67,67,,116
2019,"Amir Hinton",31,3,2,83,106,12.0968315410827,117
2019,"William McDowell-White",30,2,2,60,72,8.48528137423857,118
2019,"Charles Bassey",29,2,2,30,43,9.19238815542512,119
2019,"Daulton Hommes",26,3,3,86,91,2.64575131106459,121
2019,"C.J. Massinburg",25,3,2,81,115,17.0391705588427,122
2019,"Donta Hall",24,5,3,83,117,13.0843417870369,123
2019,"Christ Koumadje",24,2,2,86,92,4.24264068711928,123
2019,"Jordan Nwora",24,2,2,34,44,7.07106781186548,123
2019,"Barry Brown",23,2,2,80,99,13.4350288425444,126
2019,"Tre Jones",21,1,1,30,30,,127
2019,"Fletcher Magee",19,2,1,42,118,53.7401153701776,128
2019,"Marques Bolden",18,2,1,83,136,37.476659402887,129
2019,"Daishon Smith",18,1,1,83,83,,129
2019,"Milik Yarbrough",15,1,1,86,86,,131
2019,"Nicolas Baer",11,1,1,90,90,,133
2019,"Drew McDonald",10,1,1,91,91,,134
2019,"Jalen Hudson",10,1,1,91,91,,134
2019,"Matur Maker",10,1,1,91,91,,134
2019,"Jessie Govan",9,1,1,92,92,,137
2019,"Tyrese Haliburton",9,1,1,42,42,,137
2019,"Garrison Mathews",8,4,2,96,106,4.76095228569523,139
2019,"Zach Hankins",8,2,2,95,99,2.82842712474619,139
2019,"Corey Davis",6,4,3,97,140,20.5487225880345,141
2019,"Phil Booth",6,3,1,95,131,18.2300118851671,141
2019,"Amine Noua",6,2,1,95,119,16.9705627484771,141
2019,"Horace Spencer",6,1,1,95,95,,141
2019,"Jon Elmore",5,2,1,96,130,24.0416305603426,145
2019,"Nick Weiler-Babb",5,2,1,96,138,29.698484809835,145
2019,"Ashton Hagans",5,1,1,46,46,,145
2019,"Josh Sharma",4,1,1,97,97,,148
2019,"Markus Howard",4,1,1,47,47,,148
2019,"Markis McDuffie",3,2,1,98,137,27.5771644662754,150
2019,"Tookie Brown",3,2,1,98,125,19.0918830920368,150
2019,"Martin Krampelj",3,1,1,98,98,,150
2019,"Josh Perkins",1,3,1,50,135,43.3166634603051,153
2019,"Jalen Pickett",1,1,1,50,50,,153
2019,"Karim Jallow",1,1,1,100,100,,153
2019,"Nick Perkins",1,1,1,100,100,,153
2019,"Bryce Brown",0,2,0,112,155,30.4055915910215,157
2019,"Lamar Peters",0,2,0,107,110,2.12132034355964,157
2019,"Ahmad Caver",0,1,0,153,153,,157
2019,"Alex Robinson",0,1,0,144,144,,157
2019,"Anthony Lawrence",0,1,0,102,102,,157
2019,"Cameron Lard",0,1,0,122,122,,157
2019,"Christian James",0,1,0,145,145,,157
2019,"Devontae Cacok",0,1,0,106,106,,157
2019,"Ebuka Izundu",0,1,0,109,109,,157
2019,"Eli Cain",0,1,0,154,154,,157
2019,"Elijah Minnie",0,1,0,123,123,,157
2019,"Frankie Ferrari",0,1,0,119,119,,157
2019,"Isaac Copeland",0,1,0,121,121,,157
2019,"Isaiah Reese",0,1,0,114,114,,157
2019,"James Thompson IV",0,1,0,134,134,,157
2019,"Jeremy Harris",0,1,0,152,152,,157
2019,"Jordan Davis",0,1,0,105,105,,157
2019,"Jordan Murphy",0,1,0,103,103,,157
2019,"Justin Simon",0,1,0,149,149,,157
2019,"Kavell Bigby-Williams",0,1,0,108,108,,157
2019,"Kevarrius Hayes",0,1,0,124,124,,157
2019,"Kevin McClain",0,1,0,151,151,,157
2019,"Matt Mooney",0,1,0,150,150,,157
2019,"Maximo Fjellerup",0,1,0,128,128,,157
2019,"Shizz Alston",0,1,0,139,139,,157
2019,"Stephen Thompson",0,1,0,148,148,,157
2019,"Tariq Owens",0,1,0,126,126,,157
2019,"Torin Dorn",0,1,0,118,118,,157
2019,"Tre'Shawn Thurman",0,1,0,107,107,,157
