"id","Player","start","end","seasons","G","WS","All.NBA.tot","All NBA-1","All NBA-2","All NBA-3","AS NBA","bs.rk","slam.rk","missed","First","Quarters","Semis","Finals","Champ","closest.series.cnt","games.away.min","closest.lab","simp.lab"
"choneji01","Jim Chones",1975,1982,8,623,37.4,0,0,0,0,0,,339,2,3,1,1,0,1,,,,
"chrisbo01","Bob Christian",1971,1974,4,246,5.7,0,0,0,0,0,,,3,0,1,0,0,0,1,2,"1972: Boston Celtics (4) - Atlanta Hawks (2)","1972: Boston Celtics"
"chrisca01","Cal Christensen",1951,1955,5,291,8.2,0,0,0,0,0,,,2,0,2,1,0,0,1,1,"1954: Minneapolis Lakers (2) - Rochester Royals (1)","1954: Minneapolis Lakers"
"chrisdi01","Dionte Christmas",2014,2014,1,31,0.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"chrisdo01","Doug Christie",1993,2007,15,827,55.7,0,0,0,0,0,,258,8,2,4,1,0,0,1,1,"2002: Los Angeles Lakers (4) - Sacramento Kings (3)","2002: Los Angeles Lakers"
"chrisfr01","Fred Christ",1955,1955,1,6,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"chrisma01","Marquese Chriss",2017,2019,3,197,2.3,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"chrispa01","Patrick Christopher",2015,2015,1,4,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"chrisra01","Rakeem Christmas",2016,2017,2,30,0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"chrisse01","Semaj Christon",2017,2017,1,64,0.1,0,0,0,0,0,,,0,1,0,0,0,0,1,3,"2017: Houston Rockets (4) - Oklahoma City Thunder (1)","2017: Houston Rockets"
"churcro01","Robert Churchwell",1996,1996,1,4,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"clarkar01","Archie Clark",1967,1976,10,725,64.8,1,0,1,0,2,,189,0,0,9,0,1,0,1,2,"1968: Boston Celtics (4) - Los Angeles Lakers (2)","1968: Boston Celtics"
"clarkca01","Carlos Clark",1984,1985,2,93,0.6,0,0,0,0,0,,,0,0,0,0,1,1,,,,
"clarkco01","Coty Clarke",2016,2016,1,3,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"clarkea01","Earl Clark",2010,2015,6,261,2.8,0,0,0,0,0,,,1,4,0,1,0,0,1,2,"2010: Los Angeles Lakers (4) - Phoenix Suns (2)","2010: Los Angeles Lakers"
"clarkga01","Gary Clark",2019,2019,1,51,1,0,0,0,0,0,,,0,0,1,0,0,0,1,2,"2019: Golden State Warriors (4) - Houston Rockets (2)","2019: Golden State Warriors"
"clarkia01","Ian Clark",2014,2019,6,330,4.3,0,0,0,0,0,,,3,0,1,0,1,1,,,,
"clarkjo01","Jordan Clarkson",2015,2019,5,382,10.5,0,0,0,0,0,,,4,0,0,0,1,0,1,4,"2018: Golden State Warriors (4) - Cleveland Cavaliers (0)","2018: Golden State Warriors"
"clarkke01","Keon Clark",1999,2004,6,353,18.1,0,0,0,0,0,,,3,1,2,0,0,0,2,1,"2001: Philadelphia 76ers (4) - Toronto Raptors (3) / 2003: Dallas Mavericks (4) - Sacramento Kings (3)","2001: Philadelphia 76ers / 2003: Dallas Mavericks"
"clavegi01","Gian Clavell",2018,2018,1,7,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"clavevi01","Victor Claver",2013,2015,3,80,0.2,0,0,0,0,0,,,2,0,1,0,0,0,1,3,"2014: San Antonio Spurs (4) - Portland Trail Blazers (1)","2014: San Antonio Spurs"
"claxtch01","Charles Claxton",1996,1996,1,3,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"claxtsp01","Speedy Claxton",2002,2009,7,334,14.2,0,0,0,0,0,,,4,1,1,0,0,1,,,,
"cleamji01","Jim Cleamons",1972,1980,9,652,29.2,0,0,0,0,0,,,5,1,1,1,0,1,,,,
"cleavma01","Mateen Cleaves",2001,2006,6,167,-0.8,0,0,0,0,0,,,6,0,0,0,0,0,,,,
"clemeba01","Barry Clemens",1966,1976,11,790,18.7,0,0,0,0,0,,,9,0,2,0,0,0,2,3,"1967: St. Louis Hawks (3) - Chicago Bulls (0) / 1968: Los Angeles Lakers (4) - Chicago Bulls (1)","1967: St. Louis Hawks / 1968: Los Angeles Lakers"
"clevean01","Antonius Cleveland",2018,2018,1,17,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"cliftna01","Nat Clifton",1951,1958,8,544,15,0,0,0,0,1,,354,2,0,2,1,3,0,2,1,"1951: Rochester Royals (4) - New York Knicks (3) / 1952: Minneapolis Lakers (4) - New York Knicks (3)","1951: Rochester Royals / 1952: Minneapolis Lakers"
"clossbi01","Bill Closs",1950,1952,3,186,7.2,0,0,0,0,0,,,0,0,2,1,0,0,1,2,"1950: Minneapolis Lakers (2) - Anderson Packers (0)","1950: Minneapolis Lakers"
"closske01","Keith Closs",1998,2000,3,130,1.9,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"cloydpa01","Paul Cloyd",1950,1950,1,7,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"cluggbo01","Bob Cluggish",1947,1947,1,54,1.1,0,0,0,0,0,,,0,0,0,1,0,0,1,2,"1947: Philadelphia Warriors (2) - New York Knicks (0)","1947: Philadelphia Warriors"
"clydebe01","Ben Clyde",1975,1975,1,25,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"cofferi01","Richard Coffey",1991,1991,1,52,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"cofiefr01","Fred Cofield",1986,1987,2,50,-0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"cokerjo01","John Coker",1996,2001,3,25,0.1,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"colembe01","Ben Coleman",1987,1994,5,227,5.1,0,0,0,0,0,,,4,1,0,0,0,0,1,3,"1989: New York Knicks (3) - Philadelphia 76ers (0)","1989: New York Knicks"
"colemde01","Derrick Coleman",1991,2005,15,781,64.2,2,0,0,2,1,,182,8,5,2,0,0,0,1,1,"2001: Milwaukee Bucks (4) - Charlotte Hornets (3)","2001: Milwaukee Bucks"
"colemec01","E.C. Coleman",1974,1979,6,357,12.8,0,0,0,0,0,,,6,0,0,0,0,0,,,,
"colemja01","Jack Coleman",1950,1958,9,633,47.6,0,0,0,0,1,,,0,1,2,3,1,2,,,,
"colemno01","Norris Coleman",1988,1988,1,29,-0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"coleno01","Norris Cole",2012,2017,6,360,3,0,0,0,0,0,,,1,2,0,0,1,2,,,,
"colesbi01","Bimbo Coles",1991,2004,14,852,27.5,0,0,0,0,0,,,11,2,1,0,0,0,1,4,"2003: New Jersey Nets (4) - Boston Celtics (0)","2003: New Jersey Nets"
"colliar01","Art Collins",1981,1981,1,29,-0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
