"confed","tourn","year","country","number","pos","player","bcountry","is_birth"
"fifa","world cup",2010,"CIV","2","DF","Benjamin Angoua","CIV",TRUE
"fifa","world cup",2010,"CIV","3","DF","Arthur Boka","CIV",TRUE
"fifa","world cup",2010,"CIV","4","DF","Kolo Touré","CIV",TRUE
"fifa","world cup",2010,"CIV","5","MF","Didier Zokora","CIV",TRUE
"fifa","world cup",2010,"CIV","6","DF","Steve Gohouri","CIV",TRUE
"fifa","world cup",2010,"CIV","7","FW","Seydou Doumbia","CIV",TRUE
"fifa","world cup",2010,"CIV","8","FW","Salomon Kalou","CIV",TRUE
"fifa","world cup",2010,"CIV","9","MF","Cheick Tioté","CIV",TRUE
"fifa","world cup",2010,"CIV","10","FW","Gervinho","CIV",TRUE
"fifa","world cup",2010,"CIV","11","FW","Didier Drogba","CIV",TRUE
"fifa","world cup",2010,"CIV","12","MF","Jean-Jacques Gosso","CIV",TRUE
"fifa","world cup",2010,"CIV","13","MF","Romaric","CIV",TRUE
"fifa","world cup",2010,"CIV","14","MF","Emmanuel Koné","CIV",TRUE
"fifa","world cup",2010,"CIV","15","FW","Aruna Dindane","CIV",TRUE
"fifa","world cup",2010,"CIV","16","GK","Aristide Zogbo","CIV",TRUE
"fifa","world cup",2010,"CIV","17","DF","Siaka Tiéné","CIV",TRUE
"fifa","world cup",2010,"CIV","18","MF","Kader Keïta","CIV",TRUE
"fifa","world cup",2010,"CIV","19","MF","Yaya Touré","CIV",TRUE
"fifa","world cup",2010,"CIV","20","DF","Guy Demel","FRA",FALSE
"fifa","world cup",2010,"CIV","21","DF","Emmanuel Eboué","CIV",TRUE
"fifa","world cup",2010,"CIV","22","DF","Sol Bamba","FRA",FALSE
"fifa","world cup",2010,"CIV","23","GK","Daniel Yeboah","CIV",TRUE
"fifa","world cup",2010,"PRK","1","GK","Ri Myong-guk","PRK",TRUE
"fifa","world cup",2010,"PRK","2","DF","Cha Jong-hyok","PRK",TRUE
"fifa","world cup",2010,"PRK","3","DF","Ri Jun-il","PRK",TRUE
"fifa","world cup",2010,"PRK","4","MF","Pak Nam-chol I","PRK",TRUE
"fifa","world cup",2010,"PRK","5","DF","Ri Kwang-chon","PRK",TRUE
"fifa","world cup",2010,"PRK","6","FW","Kim Kum-il","PRK",TRUE
"fifa","world cup",2010,"PRK","7","FW","An Chol-hyok","PRK",TRUE
"fifa","world cup",2010,"PRK","8","DF","Ji Yun-nam","PRK",TRUE
"fifa","world cup",2010,"PRK","9","FW","Jong Tae-se","JPN",FALSE
"fifa","world cup",2010,"PRK","10","FW","Hong Yong-jo","PRK",TRUE
"fifa","world cup",2010,"PRK","11","MF","Mun In-guk","PRK",TRUE
"fifa","world cup",2010,"PRK","12","FW","Choe Kum-chol","PRK",TRUE
"fifa","world cup",2010,"PRK","13","DF","Pak Chol-jin","PRK",TRUE
"fifa","world cup",2010,"PRK","14","DF","Pak Nam-chol II","PRK",TRUE
"fifa","world cup",2010,"PRK","15","MF","Kim Yong-jun","PRK",TRUE
"fifa","world cup",2010,"PRK","16","DF","Nam Song-chol","PRK",TRUE
"fifa","world cup",2010,"PRK","17","MF","An Yong-hak","JPN",FALSE
"fifa","world cup",2010,"PRK","18","GK","Kim Myong-gil","PRK",TRUE
"fifa","world cup",2010,"PRK","19","MF","Ri Chol-myong","PRK",TRUE
"fifa","world cup",2010,"PRK","20","GK","Kim Myong-won","PRK",TRUE
"fifa","world cup",2010,"PRK","21","DF","Ri Kwang-hyok","PRK",TRUE
"fifa","world cup",2010,"PRK","22","MF","Kim Kyong-il","PRK",TRUE
"fifa","world cup",2010,"PRK","23","DF","Pak Sung-hyok","PRK",TRUE
"fifa","world cup",2010,"POR","1","GK","Eduardo","POR",TRUE
"fifa","world cup",2010,"POR","2","DF","Bruno Alves","POR",TRUE
"fifa","world cup",2010,"POR","3","DF","Paulo Ferreira","POR",TRUE
"fifa","world cup",2010,"POR","4","DF","Rolando","CPV",FALSE
"fifa","world cup",2010,"POR","5","MF","Duda","POR",TRUE
"fifa","world cup",2010,"POR","6","DF","Ricardo Carvalho","POR",TRUE
"fifa","world cup",2010,"POR","7","FW","Cristiano Ronaldo","POR",TRUE
"fifa","world cup",2010,"POR","8","MF","Pedro Mendes","POR",TRUE
"fifa","world cup",2010,"POR","9","FW","Liédson","BRA",FALSE
"fifa","world cup",2010,"POR","10","MF","Danny","VEN",FALSE
"fifa","world cup",2010,"POR","11","MF","Simão","POR",TRUE
"fifa","world cup",2010,"POR","12","GK","Beto","POR",TRUE
"fifa","world cup",2010,"POR","13","DF","Miguel","POR",TRUE
"fifa","world cup",2010,"POR","14","MF","Miguel Veloso","POR",TRUE
"fifa","world cup",2010,"POR","15","DF","Pepe","BRA",FALSE
"fifa","world cup",2010,"POR","16","MF","Raul Meireles","POR",TRUE
"fifa","world cup",2010,"POR","17","MF","Ruben Amorim","POR",TRUE
"fifa","world cup",2010,"POR","18","FW","Hugo Almeida","POR",TRUE
"fifa","world cup",2010,"POR","19","MF","Tiago","POR",TRUE
"fifa","world cup",2010,"POR","20","MF","Deco","BRA",FALSE
"fifa","world cup",2010,"POR","21","DF","Ricardo Costa","POR",TRUE
"fifa","world cup",2010,"POR","22","GK","Daniel Fernandes","CAN",FALSE
"fifa","world cup",2010,"POR","23","DF","Fábio Coentrão","POR",TRUE
"fifa","world cup",2010,"CHI","1","GK","Claudio Bravo","CHI",TRUE
"fifa","world cup",2010,"CHI","2","DF","Ismael Fuentes","CHI",TRUE
"fifa","world cup",2010,"CHI","3","DF","Waldo Ponce","CHI",TRUE
"fifa","world cup",2010,"CHI","4","MF","Mauricio Isla","CHI",TRUE
"fifa","world cup",2010,"CHI","5","DF","Pablo Contreras","CHI",TRUE
"fifa","world cup",2010,"CHI","6","MF","Carlos Carmona","CHI",TRUE
"fifa","world cup",2010,"CHI","7","FW","Alexis Sánchez","CHI",TRUE
"fifa","world cup",2010,"CHI","8","MF","Arturo Vidal","CHI",TRUE
"fifa","world cup",2010,"CHI","9","FW","Humberto Suazo","CHI",TRUE
"fifa","world cup",2010,"CHI","10","MF","Jorge Valdivia","VEN",FALSE
"fifa","world cup",2010,"CHI","11","FW","Mark González","RSA",FALSE
"fifa","world cup",2010,"CHI","12","GK","Miguel Pinto","CHI",TRUE
"fifa","world cup",2010,"CHI","13","MF","Marco Estrada","CHI",TRUE
"fifa","world cup",2010,"CHI","14","MF","Matías Fernández","ARG",FALSE
"fifa","world cup",2010,"CHI","15","DF","Jean Beausejour","CHI",TRUE
"fifa","world cup",2010,"CHI","16","FW","Fabián Orellana","CHI",TRUE
"fifa","world cup",2010,"CHI","17","DF","Gary Medel","CHI",TRUE
"fifa","world cup",2010,"CHI","18","DF","Gonzalo Jara","CHI",TRUE
"fifa","world cup",2010,"CHI","19","DF","Gonzalo Fierro","CHI",TRUE
"fifa","world cup",2010,"CHI","20","MF","Rodrigo Millar","CHI",TRUE
"fifa","world cup",2010,"CHI","21","MF","Rodrigo Tello","CHI",TRUE
"fifa","world cup",2010,"CHI","22","FW","Esteban Paredes","CHI",TRUE
"fifa","world cup",2010,"CHI","23","GK","Luis Marín","CHI",TRUE
"fifa","world cup",2010,"HON","1","GK","Ricardo Canales","HON",TRUE
"fifa","world cup",2010,"HON","2","DF","Osman Chávez","HON",TRUE
"fifa","world cup",2010,"HON","3","DF","Maynor Figueroa","HON",TRUE
"fifa","world cup",2010,"HON","4","DF","Johnny Palacios","HON",TRUE
"fifa","world cup",2010,"HON","5","DF","Víctor Bernárdez","HON",TRUE
"fifa","world cup",2010,"HON","6","MF","Hendry Thomas","HON",TRUE
"fifa","world cup",2010,"HON","7","MF","Ramón Núñez","HON",TRUE
"fifa","world cup",2010,"HON","8","MF","Wilson Palacios","HON",TRUE
"fifa","world cup",2010,"HON","9","FW","Carlos Pavón","HON",TRUE
"fifa","world cup",2010,"HON","10","FW","Jerry Palacios","HON",TRUE
"fifa","world cup",2010,"HON","11","FW","David Suazo","HON",TRUE
"fifa","world cup",2010,"HON","12","FW","Georgie Welcome","HON",TRUE
"fifa","world cup",2010,"HON","13","FW","Roger Espinoza","HON",TRUE
"fifa","world cup",2010,"HON","14","DF","Boniek García","HON",TRUE
"fifa","world cup",2010,"HON","15","FW","Walter Martínez","HON",TRUE
"fifa","world cup",2010,"HON","16","DF","Mauricio Sabillón","HON",TRUE
"fifa","world cup",2010,"HON","17","MF","Édgar Álvarez","HON",TRUE
"fifa","world cup",2010,"HON","18","GK","Noel Valladares","HON",TRUE
"fifa","world cup",2010,"HON","19","MF","Danilo Turcios","HON",TRUE
"fifa","world cup",2010,"HON","20","MF","Amado Guevara","HON",TRUE
"fifa","world cup",2010,"HON","21","DF","Emilio Izaguirre","HON",TRUE
"fifa","world cup",2010,"HON","22","GK","Donis Escober","HON",TRUE
"fifa","world cup",2010,"HON","23","DF","Sergio Mendoza","HON",TRUE
"fifa","world cup",2010,"ESP","1","GK","Iker Casillas","ESP",TRUE
"fifa","world cup",2010,"ESP","2","DF","Raúl Albiol","ESP",TRUE
"fifa","world cup",2010,"ESP","3","DF","Gerard Piqué","ESP",TRUE
"fifa","world cup",2010,"ESP","4","DF","Carlos Marchena","ESP",TRUE
"fifa","world cup",2010,"ESP","5","DF","Carles Puyol","ESP",TRUE
"fifa","world cup",2010,"ESP","6","MF","Andrés Iniesta","ESP",TRUE
"fifa","world cup",2010,"ESP","7","FW","David Villa","ESP",TRUE
"fifa","world cup",2010,"ESP","8","MF","Xavi","ESP",TRUE
"fifa","world cup",2010,"ESP","9","FW","Fernando Torres","ESP",TRUE
"fifa","world cup",2010,"ESP","10","MF","Cesc Fàbregas","ESP",TRUE
"fifa","world cup",2010,"ESP","11","DF","Joan Capdevila","ESP",TRUE
"fifa","world cup",2010,"ESP","12","GK","Víctor Valdés","ESP",TRUE
"fifa","world cup",2010,"ESP","13","MF","Juan Mata","ESP",TRUE
"fifa","world cup",2010,"ESP","14","MF","Xabi Alonso","ESP",TRUE
"fifa","world cup",2010,"ESP","15","DF","Sergio Ramos","ESP",TRUE
"fifa","world cup",2010,"ESP","16","MF","Sergio Busquets","ESP",TRUE
"fifa","world cup",2010,"ESP","17","DF","Álvaro Arbeloa","ESP",TRUE
"fifa","world cup",2010,"ESP","18","FW","Pedro","ESP",TRUE
"fifa","world cup",2010,"ESP","19","FW","Fernando Llorente","ESP",TRUE
"fifa","world cup",2010,"ESP","20","MF","Javi Martínez","ESP",TRUE
"fifa","world cup",2010,"ESP","21","MF","David Silva","ESP",TRUE
"fifa","world cup",2010,"ESP","22","MF","Jesús Navas","ESP",TRUE
"fifa","world cup",2010,"ESP","23","GK","Pepe Reina","ESP",TRUE
"fifa","world cup",2010,"SUI","1","GK","Diego Benaglio","SUI",TRUE
"fifa","world cup",2010,"SUI","2","DF","Stephan Lichtsteiner","SUI",TRUE
"fifa","world cup",2010,"SUI","3","DF","Ludovic Magnin","SUI",TRUE
"fifa","world cup",2010,"SUI","4","DF","Philippe Senderos","SUI",TRUE
"fifa","world cup",2010,"SUI","5","DF","Steve von Bergen","SUI",TRUE
"fifa","world cup",2010,"SUI","6","MF","Benjamin Huggel","SUI",TRUE
"fifa","world cup",2010,"SUI","7","MF","Tranquillo Barnetta","SUI",TRUE
"fifa","world cup",2010,"SUI","8","MF","Gökhan Inler","SUI",TRUE
"fifa","world cup",2010,"SUI","9","FW","Alexander Frei","SUI",TRUE
"fifa","world cup",2010,"SUI","10","FW","Blaise Nkufo","COD",FALSE
"fifa","world cup",2010,"SUI","11","MF","Valon Behrami","KVX",FALSE
"fifa","world cup",2010,"SUI","12","GK","Marco Wölfli","SUI",TRUE
"fifa","world cup",2010,"SUI","13","DF","Stéphane Grichting","SUI",TRUE
"fifa","world cup",2010,"SUI","14","MF","Marco Padalino","SUI",TRUE
"fifa","world cup",2010,"SUI","15","MF","Hakan Yakin","SUI",TRUE
"fifa","world cup",2010,"SUI","16","MF","Gélson Fernandes","CPV",FALSE
"fifa","world cup",2010,"SUI","17","DF","Reto Ziegler","SUI",TRUE
"fifa","world cup",2010,"SUI","18","FW","Albert Bunjaku","KVX",FALSE
"fifa","world cup",2010,"SUI","19","FW","Eren Derdiyok","SUI",TRUE
"fifa","world cup",2010,"SUI","20","MF","Pirmin Schwegler","SUI",TRUE
"fifa","world cup",2010,"SUI","21","GK","Johnny Leoni","SUI",TRUE
"fifa","world cup",2010,"SUI","22","DF","Mario Eggimann","SUI",TRUE
"fifa","world cup",2010,"SUI","23","MF","Xherdan Shaqiri","KVX",FALSE
"fifa","world cup",2014,"BRA","1","GK","Jefferson","BRA",TRUE
"fifa","world cup",2014,"BRA","2","DF","Dani Alves","BRA",TRUE
"fifa","world cup",2014,"BRA","3","DF","Thiago Silva","BRA",TRUE
"fifa","world cup",2014,"BRA","4","DF","David Luiz","BRA",TRUE
"fifa","world cup",2014,"BRA","5","MF","Fernandinho","BRA",TRUE
"fifa","world cup",2014,"BRA","6","DF","Marcelo","BRA",TRUE
"fifa","world cup",2014,"BRA","7","FW","Hulk","BRA",TRUE
"fifa","world cup",2014,"BRA","8","MF","Paulinho","BRA",TRUE
"fifa","world cup",2014,"BRA","9","FW","Fred","BRA",TRUE
"fifa","world cup",2014,"BRA","10","FW","Neymar","BRA",TRUE
"fifa","world cup",2014,"BRA","11","MF","Oscar","BRA",TRUE
"fifa","world cup",2014,"BRA","12","GK","Júlio César","BRA",TRUE
"fifa","world cup",2014,"BRA","13","DF","Dante","BRA",TRUE
"fifa","world cup",2014,"BRA","14","DF","Maxwell","BRA",TRUE
"fifa","world cup",2014,"BRA","15","DF","Henrique","BRA",TRUE
"fifa","world cup",2014,"BRA","16","MF","Ramires","BRA",TRUE
"fifa","world cup",2014,"BRA","17","MF","Luiz Gustavo","BRA",TRUE
"fifa","world cup",2014,"BRA","18","MF","Hernanes","BRA",TRUE
"fifa","world cup",2014,"BRA","19","MF","Willian","BRA",TRUE
"fifa","world cup",2014,"BRA","20","FW","Bernard","BRA",TRUE
"fifa","world cup",2014,"BRA","21","FW","Jô","BRA",TRUE
"fifa","world cup",2014,"BRA","22","GK","Victor","BRA",TRUE
"fifa","world cup",2014,"BRA","23","DF","Maicon","BRA",TRUE
"fifa","world cup",2014,"CMR","1","GK","Loïc Feudjou","CMR",TRUE
"fifa","world cup",2014,"CMR","2","DF","Benoît Assou-Ekotto","FRA",FALSE
"fifa","world cup",2014,"CMR","3","DF","Nicolas Nkoulou","CMR",TRUE
"fifa","world cup",2014,"CMR","4","DF","Cédric Djeugoué","CMR",TRUE
"fifa","world cup",2014,"CMR","5","DF","Dany Nounkeu","CMR",TRUE
"fifa","world cup",2014,"CMR","6","MF","Alex Song","CMR",TRUE
"fifa","world cup",2014,"CMR","7","MF","Landry N'Guémo","CMR",TRUE
"fifa","world cup",2014,"CMR","8","FW","Benjamin Moukandjo","CMR",TRUE
"fifa","world cup",2014,"CMR","9","FW","Samuel Eto'o","CMR",TRUE
"fifa","world cup",2014,"CMR","10","FW","Vincent Aboubakar","CMR",TRUE
"fifa","world cup",2014,"CMR","11","MF","Jean Makoun","CMR",TRUE
"fifa","world cup",2014,"CMR","12","DF","Henri Bedimo","CMR",TRUE
"fifa","world cup",2014,"CMR","13","FW","Eric Maxim Choupo-Moting","GER",FALSE
"fifa","world cup",2014,"CMR","14","DF","Aurélien Chedjou","CMR",TRUE
"fifa","world cup",2014,"CMR","15","FW","Pierre Webó","CMR",TRUE
"fifa","world cup",2014,"CMR","16","GK","Charles Itandje","FRA",FALSE
"fifa","world cup",2014,"CMR","17","MF","Stéphane Mbia","CMR",TRUE
"fifa","world cup",2014,"CMR","18","MF","Eyong Enoh","CMR",TRUE
"fifa","world cup",2014,"CMR","19","FW","Fabrice Olinga","CMR",TRUE
"fifa","world cup",2014,"CMR","20","MF","Edgar Salli","CMR",TRUE
"fifa","world cup",2014,"CMR","21","MF","Joël Matip","GER",FALSE
"fifa","world cup",2014,"CMR","22","DF","Allan Nyom","FRA",FALSE
"fifa","world cup",2014,"CMR","23","GK","Sammy Ndjock","CMR",TRUE
"fifa","world cup",2014,"CRO","1","GK","Stipe Pletikosa","CRO",TRUE
"fifa","world cup",2014,"CRO","2","DF","Šime Vrsaljko","CRO",TRUE
"fifa","world cup",2014,"CRO","3","DF","Danijel Pranjić","CRO",TRUE
"fifa","world cup",2014,"CRO","4","FW","Ivan Perišić","CRO",TRUE
"fifa","world cup",2014,"CRO","5","DF","Vedran Ćorluka","BIH",FALSE
"fifa","world cup",2014,"CRO","6","DF","Dejan Lovren","BIH",FALSE
"fifa","world cup",2014,"CRO","7","MF","Ivan Rakitić","SUI",FALSE
"fifa","world cup",2014,"CRO","8","DF","Ognjen Vukojević","CRO",TRUE
"fifa","world cup",2014,"CRO","9","FW","Nikica Jelavić","BIH",FALSE
"fifa","world cup",2014,"CRO","10","MF","Luka Modrić","CRO",TRUE
"fifa","world cup",2014,"CRO","11","DF","Darijo Srna","CRO",TRUE
"fifa","world cup",2014,"CRO","12","GK","Oliver Zelenika","CRO",TRUE
"fifa","world cup",2014,"CRO","13","DF","Gordon Schildenfeld","CRO",TRUE
"fifa","world cup",2014,"CRO","14","MF","Marcelo Brozović","CRO",TRUE
"fifa","world cup",2014,"CRO","15","MF","Milan Badelj","CRO",TRUE
"fifa","world cup",2014,"CRO","16","FW","Ante Rebić","CRO",TRUE
"fifa","world cup",2014,"CRO","17","FW","Mario Mandžukić","CRO",TRUE
"fifa","world cup",2014,"CRO","18","FW","Ivica Olić","CRO",TRUE
"fifa","world cup",2014,"CRO","19","MF","Sammir","BRA",FALSE
"fifa","world cup",2014,"CRO","20","MF","Mateo Kovačić","AUT",FALSE
"fifa","world cup",2014,"CRO","21","DF","Domagoj Vida","CRO",TRUE
"fifa","world cup",2014,"CRO","22","FW","Eduardo","BRA",FALSE
"fifa","world cup",2014,"CRO","23","GK","Danijel Subašić","CRO",TRUE
"fifa","world cup",2014,"MEX","1","GK","Jesús Corona","MEX",TRUE
"fifa","world cup",2014,"MEX","2","DF","Francisco Javier Rodríguez","MEX",TRUE
"fifa","world cup",2014,"MEX","3","DF","Carlos Salcido","MEX",TRUE
"fifa","world cup",2014,"MEX","4","DF","Rafael Márquez","MEX",TRUE
"fifa","world cup",2014,"MEX","5","DF","Diego Reyes","MEX",TRUE
"fifa","world cup",2014,"MEX","6","MF","Héctor Herrera","MEX",TRUE
"fifa","world cup",2014,"MEX","7","DF","Miguel Layún","MEX",TRUE
"fifa","world cup",2014,"MEX","8","MF","Marco Fabián","MEX",TRUE
"fifa","world cup",2014,"MEX","9","FW","Raúl Jiménez","MEX",TRUE
"fifa","world cup",2014,"MEX","10","MF","Giovani dos Santos","MEX",TRUE
"fifa","world cup",2014,"MEX","11","FW","Alan Pulido","MEX",TRUE
"fifa","world cup",2014,"MEX","12","GK","Alfredo Talavera","MEX",TRUE
"fifa","world cup",2014,"MEX","13","GK","Guillermo Ochoa","MEX",TRUE
"fifa","world cup",2014,"MEX","14","FW","Javier Hernández","MEX",TRUE
"fifa","world cup",2014,"MEX","15","DF","Héctor Moreno","MEX",TRUE
"fifa","world cup",2014,"MEX","16","DF","Miguel Ángel Ponce","USA",FALSE
"fifa","world cup",2014,"MEX","17","MF","Isaác Brizuela","USA",FALSE
"fifa","world cup",2014,"MEX","18","MF","Andrés Guardado","MEX",TRUE
"fifa","world cup",2014,"MEX","19","FW","Oribe Peralta","MEX",TRUE
"fifa","world cup",2014,"MEX","20","MF","Javier Aquino","MEX",TRUE
"fifa","world cup",2014,"MEX","21","MF","Carlos Peña","MEX",TRUE
"fifa","world cup",2014,"MEX","22","DF","Paul Aguilar","MEX",TRUE
"fifa","world cup",2014,"MEX","23","MF","José Juan Vázquez","MEX",TRUE
"fifa","world cup",2014,"AUS","1","GK","Mathew Ryan","AUS",TRUE
"fifa","world cup",2014,"AUS","2","DF","Ivan Franjic","AUS",TRUE
"fifa","world cup",2014,"AUS","3","DF","Jason Davidson","AUS",TRUE
"fifa","world cup",2014,"AUS","4","FW","Tim Cahill","AUS",TRUE
"fifa","world cup",2014,"AUS","5","MF","Mark Milligan","AUS",TRUE
"fifa","world cup",2014,"AUS","6","DF","Matthew Spiranovic","AUS",TRUE
"fifa","world cup",2014,"AUS","7","FW","Mathew Leckie","AUS",TRUE
"fifa","world cup",2014,"AUS","8","DF","Bailey Wright","AUS",TRUE
"fifa","world cup",2014,"AUS","9","FW","Adam Taggart","AUS",TRUE
"fifa","world cup",2014,"AUS","10","MF","Ben Halloran","AUS",TRUE
"fifa","world cup",2014,"AUS","11","MF","Tommy Oar","AUS",TRUE
"fifa","world cup",2014,"AUS","12","GK","Mitchell Langerak","AUS",TRUE
"fifa","world cup",2014,"AUS","13","MF","Oliver Bozanic","AUS",TRUE
"fifa","world cup",2014,"AUS","14","MF","James Troisi","AUS",TRUE
"fifa","world cup",2014,"AUS","15","MF","Mile Jedinak","AUS",TRUE
"fifa","world cup",2014,"AUS","16","MF","James Holland","AUS",TRUE
"fifa","world cup",2014,"AUS","17","MF","Matt McKay","AUS",TRUE
"fifa","world cup",2014,"AUS","18","GK","Eugene Galekovic","AUS",TRUE
"fifa","world cup",2014,"AUS","19","DF","Ryan McGowan","AUS",TRUE
"fifa","world cup",2014,"AUS","20","MF","Dario Vidošić","CRO",FALSE
"fifa","world cup",2014,"AUS","21","MF","Massimo Luongo","AUS",TRUE
"fifa","world cup",2014,"AUS","22","DF","Alex Wilkinson","AUS",TRUE
"fifa","world cup",2014,"AUS","23","MF","Mark Bresciano","AUS",TRUE
"fifa","world cup",2014,"CHI","1","GK","Claudio Bravo","CHI",TRUE
"fifa","world cup",2014,"CHI","2","DF","Eugenio Mena","CHI",TRUE
"fifa","world cup",2014,"CHI","3","DF","Miiko Albornoz","SWE",FALSE
"fifa","world cup",2014,"CHI","4","MF","Mauricio Isla","CHI",TRUE
"fifa","world cup",2014,"CHI","5","MF","Francisco Silva","CHI",TRUE
"fifa","world cup",2014,"CHI","6","MF","Carlos Carmona","CHI",TRUE
"fifa","world cup",2014,"CHI","7","FW","Alexis Sánchez","CHI",TRUE
"fifa","world cup",2014,"CHI","8","MF","Arturo Vidal","CHI",TRUE
"fifa","world cup",2014,"CHI","9","FW","Mauricio Pinilla","CHI",TRUE
"fifa","world cup",2014,"CHI","10","MF","Jorge Valdivia","VEN",FALSE
"fifa","world cup",2014,"CHI","11","FW","Eduardo Vargas","CHI",TRUE
"fifa","world cup",2014,"CHI","12","GK","Cristopher Toselli","CHI",TRUE
"fifa","world cup",2014,"CHI","13","DF","José Manuel Rojas","CHI",TRUE
"fifa","world cup",2014,"CHI","14","MF","Fabián Orellana","CHI",TRUE
"fifa","world cup",2014,"CHI","15","MF","Jean Beausejour","CHI",TRUE
"fifa","world cup",2014,"CHI","16","MF","Felipe Gutiérrez","CHI",TRUE
"fifa","world cup",2014,"CHI","17","DF","Gary Medel","CHI",TRUE
"fifa","world cup",2014,"CHI","18","DF","Gonzalo Jara","CHI",TRUE
"fifa","world cup",2014,"CHI","19","MF","José Pedro Fuenzalida","CHI",TRUE
"fifa","world cup",2014,"CHI","20","MF","Charles Aránguiz","CHI",TRUE
"fifa","world cup",2014,"CHI","21","MF","Marcelo Díaz","CHI",TRUE
"fifa","world cup",2014,"CHI","22","FW","Esteban Paredes","CHI",TRUE
"fifa","world cup",2014,"CHI","23","GK","Johnny Herrera","CHI",TRUE
"fifa","world cup",2014,"NED","1","GK","Jasper Cillessen","NED",TRUE
"fifa","world cup",2014,"NED","2","DF","Ron Vlaar","NED",TRUE
"fifa","world cup",2014,"NED","3","DF","Stefan de Vrij","NED",TRUE
"fifa","world cup",2014,"NED","4","DF","Bruno Martins Indi","POR",FALSE
"fifa","world cup",2014,"NED","5","DF","Daley Blind","NED",TRUE
"fifa","world cup",2014,"NED","6","MF","Nigel de Jong","NED",TRUE
"fifa","world cup",2014,"NED","7","DF","Daryl Janmaat","NED",TRUE
"fifa","world cup",2014,"NED","8","MF","Jonathan de Guzmán","CAN",FALSE
"fifa","world cup",2014,"NED","9","FW","Robin van Persie","NED",TRUE
"fifa","world cup",2014,"NED","10","MF","Wesley Sneijder","NED",TRUE
"fifa","world cup",2014,"NED","11","FW","Arjen Robben","NED",TRUE
"fifa","world cup",2014,"NED","12","DF","Paul Verhaegh","NED",TRUE
"fifa","world cup",2014,"NED","13","DF","Joël Veltman","NED",TRUE
"fifa","world cup",2014,"NED","14","DF","Terence Kongolo","SUI",FALSE
"fifa","world cup",2014,"NED","15","DF","Dirk Kuyt","NED",TRUE
"fifa","world cup",2014,"NED","16","MF","Jordy Clasie","NED",TRUE
"fifa","world cup",2014,"NED","17","FW","Jeremain Lens","NED",TRUE
"fifa","world cup",2014,"NED","18","MF","Leroy Fer","NED",TRUE
"fifa","world cup",2014,"NED","19","FW","Klaas-Jan Huntelaar","NED",TRUE
"fifa","world cup",2014,"NED","20","MF","Georginio Wijnaldum","NED",TRUE
"fifa","world cup",2014,"NED","21","FW","Memphis Depay","NED",TRUE
"fifa","world cup",2014,"NED","22","GK","Michel Vorm","NED",TRUE
"fifa","world cup",2014,"NED","23","GK","Tim Krul","NED",TRUE
"fifa","world cup",2014,"ESP","1","GK","Iker Casillas","ESP",TRUE
"fifa","world cup",2014,"ESP","2","DF","Raúl Albiol","ESP",TRUE
"fifa","world cup",2014,"ESP","3","DF","Gerard Piqué","ESP",TRUE
"fifa","world cup",2014,"ESP","4","MF","Javi Martínez","ESP",TRUE
"fifa","world cup",2014,"ESP","5","DF","Juanfran","ESP",TRUE
"fifa","world cup",2014,"ESP","6","MF","Andrés Iniesta","ESP",TRUE
"fifa","world cup",2014,"ESP","7","FW","David Villa","ESP",TRUE
"fifa","world cup",2014,"ESP","8","MF","Xavi","ESP",TRUE
"fifa","world cup",2014,"ESP","9","FW","Fernando Torres","ESP",TRUE
"fifa","world cup",2014,"ESP","10","MF","Cesc Fàbregas","ESP",TRUE
"fifa","world cup",2014,"ESP","11","FW","Pedro","ESP",TRUE
"fifa","world cup",2014,"ESP","12","GK","David de Gea","ESP",TRUE
"fifa","world cup",2014,"ESP","13","MF","Juan Mata","ESP",TRUE
"fifa","world cup",2014,"ESP","14","MF","Xabi Alonso","ESP",TRUE
"fifa","world cup",2014,"ESP","15","DF","Sergio Ramos","ESP",TRUE
"fifa","world cup",2014,"ESP","16","MF","Sergio Busquets","ESP",TRUE
"fifa","world cup",2014,"ESP","17","MF","Koke","ESP",TRUE
"fifa","world cup",2014,"ESP","18","DF","Jordi Alba","ESP",TRUE
"fifa","world cup",2014,"ESP","19","FW","Diego Costa","BRA",FALSE
"fifa","world cup",2014,"ESP","20","MF","Santi Cazorla","ESP",TRUE
"fifa","world cup",2014,"ESP","21","MF","David Silva","ESP",TRUE
"fifa","world cup",2014,"ESP","22","DF","César Azpilicueta","ESP",TRUE
"fifa","world cup",2014,"ESP","23","GK","Pepe Reina","ESP",TRUE
"fifa","world cup",2014,"COL","1","GK","David Ospina","COL",TRUE
"fifa","world cup",2014,"COL","2","DF","Cristián Zapata","COL",TRUE
"fifa","world cup",2014,"COL","3","DF","Mario Yepes","COL",TRUE
"fifa","world cup",2014,"COL","4","DF","Santiago Arias","COL",TRUE
"fifa","world cup",2014,"COL","5","MF","Carlos Carbonero","COL",TRUE
"fifa","world cup",2014,"COL","6","MF","Carlos Sánchez","COL",TRUE
"fifa","world cup",2014,"COL","7","DF","Pablo Armero","COL",TRUE
"fifa","world cup",2014,"COL","8","DF","Abel Aguilar","COL",TRUE
"fifa","world cup",2014,"COL","9","FW","Teófilo Gutiérrez","COL",TRUE
"fifa","world cup",2014,"COL","10","MF","James Rodríguez","COL",TRUE
"fifa","world cup",2014,"COL","11","MF","Juan Cuadrado","COL",TRUE
