"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"KY","21001","Adair","County",18656,17244,15360,15233,13037,14699,17603,18566,16401,17289,16503,14888,13721,13078,11065,9509,9898,8466,8217,8765,6011,0,0,"Adair County, KY"
"KY","21097","Harrison","County",18846,17983,16248,15166,14158,13704,13736,15124,14859,15798,16873,18570,16914,16504,12993,13779,13064,12472,13234,12278,7752,4350,0,"Harrison County, KY"
"MT","30097","Sweet Grass","County",3651,3609,3154,3216,2980,3290,3621,3719,3944,4926,4029,3086,0,0,0,0,0,0,0,0,0,0,0,"Sweet Grass County, MT"
"PA","42059","Greene","County",38686,40672,39550,40476,36090,39424,45394,44671,41767,30804,28882,28281,28935,28273,25887,24343,22136,19147,18028,15554,12544,8605,0,"Greene County, PA"
"AK","02188","Northwest Arctic","County",7523,7208,6113,4831,4434,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northwest Arctic Borough, AK"
"AL","01105","Perry","County",10591,11861,12759,15012,15388,17358,20439,26610,26385,25373,31222,31783,29332,30741,24975,27724,22285,19086,11490,0,0,0,0,"Perry County, AL"
"KS","20151","Pratt","County",9656,9647,9702,10275,10056,12122,12156,12348,13312,12909,11156,7085,8118,1890,0,0,0,0,0,0,0,0,0,"Pratt County, KS"
"GA","13075","Cook","County",17212,15771,13456,13490,12129,11822,12201,11919,11311,11180,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook County, GA"
"KS","20101","Lane","County",1750,2155,2375,2472,2707,3060,2808,2821,3372,2848,2603,1563,2060,601,0,0,0,0,0,0,0,0,0,"Lane County, KS"
"OK","40059","Harper","County",3685,3562,4063,4715,5151,5956,5977,6454,7761,7623,8189,8089,0,0,0,0,0,0,0,0,0,0,0,"Harper County, OK"
"ID","16033","Clark","County",982,1022,762,798,741,915,918,1005,1122,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clark County, ID"
"IA","19109","Kossuth","County",15543,17163,18591,21891,22937,25314,26241,26630,25452,25082,21971,22720,13120,6178,3351,416,0,0,0,0,0,0,0,"Kossuth County, IA"
"ND","38013","Burke","County",1968,2242,3002,3822,4739,5886,6621,7653,9998,9511,9064,0,0,0,0,0,0,0,0,0,0,0,0,"Burke County, ND"
"NE","31103","Keya Paha","County",824,983,1029,1301,1340,1672,2160,3235,3203,3594,3452,3076,3920,0,0,0,0,0,0,0,0,0,0,"Keya Paha County, NE"
"IL","17151","Pope","County",4470,4413,4373,4404,3857,4061,5779,7999,7996,9625,11215,13585,14016,13256,11437,6742,3975,4094,3316,2610,0,0,0,"Pope County, IL"
"UT","49013","Duchesne","County",18607,14371,12645,12565,7299,7179,8134,8958,8263,9093,0,0,0,0,0,0,0,0,0,0,0,0,0,"Duchesne County, UT"
"OK","40003","Alfalfa","County",5642,6105,6416,7077,7224,8445,10699,14129,15228,16253,18138,16070,0,0,0,0,0,0,0,0,0,0,0,"Alfalfa County, OK"
"TX","48119","Delta","County",5231,5327,4857,4839,4927,5860,8964,12858,13138,15887,14566,15249,9117,5597,0,0,0,0,0,0,0,0,0,"Delta County, TX"
"KY","21193","Perry","County",28712,29390,30283,33763,25714,34961,46566,47828,42186,26042,11255,8276,6331,5607,4274,3950,3092,3089,3330,0,0,0,0,"Perry County, KY"
"SD","46039","Deuel","County",4364,4498,4522,5289,5686,6782,7689,8450,8732,8759,7768,6656,4574,2302,37,0,0,0,0,0,0,0,0,"Deuel County, SD"
"TX","48507","Zavala","County",11677,11600,12162,11666,11370,12696,11201,11603,10349,3108,1889,792,1097,410,133,26,0,0,0,0,0,0,0,"Zavala County, TX"
"MI","26151","Sanilac","County",43114,44547,39928,40789,34889,32314,30837,30114,27751,31237,33930,35055,32589,26341,14562,7599,2112,0,0,0,0,0,0,"Sanilac County, MI"
"MN","27001","Aitkin","County",16202,15301,12425,13404,11403,12162,14327,17865,15009,15043,10371,6743,2462,366,178,2,0,0,0,0,0,0,0,"Aitkin County, MN"
"ND","38071","Ramsey","County",11451,12066,12681,13048,12915,13443,14373,15626,16252,15427,15199,9198,4418,281,0,0,0,0,0,0,0,0,0,"Ramsey County, ND"
"KS","20195","Trego","County",3001,3319,3694,4165,4436,5473,5868,5822,6470,5880,5398,2722,2535,2535,166,0,0,0,0,0,0,0,0,"Trego County, KS"
"TX","48133","Eastland","County",18583,18297,18488,19480,18092,19526,23942,30345,34156,58505,23421,17971,10373,4855,88,99,0,0,0,0,0,0,0,"Eastland County, TX"
"MS","28055","Issaquena","County",1406,2274,1909,2513,2737,3576,4966,6433,5734,7618,10560,10400,12318,10004,6887,7831,4478,0,0,0,0,0,0,"Issaquena County, MS"
"TX","48123","DeWitt","County",20097,20013,18840,18903,18660,20683,22973,24935,27441,27971,23501,21311,14307,10082,6443,5108,1716,0,0,0,0,0,0,"DeWitt County, TX"
"MO","29125","Maries","County",9176,8903,7976,7551,6851,7282,7423,8638,8368,9500,10088,9616,8600,7304,5916,4901,0,0,0,0,0,0,0,"Maries County, MO"
"AR","05001","Arkansas","County",19019,20749,21653,24175,23347,23355,23665,24437,22300,21483,16103,12973,11432,8038,8268,8844,3245,1346,1426,1260,1062,0,0,"Arkansas County, AR"
"MO","29109","Lawrence","County",38634,35204,30236,28973,24585,23260,23420,24637,23774,24211,26583,31662,26228,17583,13067,8846,4859,0,0,0,0,0,0,"Lawrence County, MO"
"OH","39163","Vinton","County",13435,12806,11098,11584,9420,10274,10759,11573,10287,12075,13096,15330,16045,17223,15027,13631,9353,0,0,0,0,0,0,"Vinton County, OH"
"ID","16037","Custer","County",4368,4342,4133,3385,2967,2996,3318,3549,3162,3550,3001,2049,2176,0,0,0,0,0,0,0,0,0,0,"Custer County, ID"
"IA","19089","Howard","County",9566,9932,9809,11114,11442,12734,13105,13531,13082,13705,12920,14512,11182,10837,6282,3168,0,0,0,0,0,0,0,"Howard County, IA"
"AL","01013","Butler","County",20947,21399,21892,21680,22007,24560,29228,32447,30195,29531,29030,25761,21641,19649,14981,18122,10836,8685,5650,1405,0,0,0,"Butler County, AL"
"AR","05015","Carroll","County",27446,25357,18654,16203,12301,11284,13244,14737,15820,17786,16829,18848,17288,13337,5780,9383,4614,2844,0,0,0,0,0,"Carroll County, AR"
"AK","02220","Sitka","County",8881,8835,8588,7803,6109,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sitka Borough, AK"
"TN","47061","Grundy","County",13703,14332,13362,13787,10631,11512,12558,11552,9717,9753,8322,7802,6345,4592,3250,3093,2773,0,0,0,0,0,0,"Grundy County, TN"
"MN","27057","Hubbard","County",20428,18376,14939,14098,10583,9962,11085,11085,9596,10136,9831,6578,1412,0,0,0,0,0,0,0,0,0,0,"Hubbard County, MN"
"ND","38081","Sargent","County",3829,4366,4549,5512,5937,6856,7616,8693,9298,9655,9202,6039,5076,0,0,0,0,0,0,0,0,0,0,"Sargent County, ND"
"MO","29179","Reynolds","County",6696,6689,6661,7230,6106,5161,6918,9370,8923,10106,9592,8161,6803,5722,3756,3173,1849,0,0,0,0,0,0,"Reynolds County, MO"
"OH","39125","Paulding","County",19614,20293,20488,21302,19329,16792,15047,15527,15301,18736,22730,27528,25932,13485,8544,4945,1766,1034,161,0,0,0,0,"Paulding County, OH"
"IN","18179","Wells","County",27636,27600,25948,25401,23821,21220,19564,19099,18411,20509,22418,23449,21514,18442,13585,10844,6152,1822,0,0,0,0,0,"Wells County, IN"
"VA","51063","Floyd","County",15279,13874,12005,11563,9775,10462,11351,11967,11698,13115,14092,15388,14405,13255,9824,8236,6458,4453,0,0,0,0,0,"Floyd County, VA"
"MS","28009","Benton","County",8729,8026,8046,8153,7505,7723,8793,10429,9813,9851,10245,10510,10585,11023,0,0,0,0,0,0,0,0,0,"Benton County, MS"
"KY","21055","Crittenden","County",9315,9384,9196,9207,8493,8648,10818,12115,11931,13125,13296,15191,13119,11688,9381,8796,6351,0,0,0,0,0,0,"Crittenden County, KY"
"IA","19147","Palo Alto","County",9421,10147,10669,12721,13289,14736,15891,16170,15398,15486,13845,14354,9318,4131,1336,132,0,0,0,0,0,0,0,"Palo Alto County, IA"
"IA","19159","Ringgold","County",5131,5469,5420,6112,6373,7910,9528,11137,11966,12919,12904,15325,13556,12085,5691,2923,0,0,0,0,0,0,0,"Ringgold County, IA"
"NE","31077","Greeley","County",2538,2714,3006,3462,4000,4595,5575,6845,8442,8685,8047,5691,4869,1461,0,0,0,0,0,0,0,0,0,"Greeley County, NE"
"NE","31095","Jefferson","County",7547,8333,8759,9817,10436,11620,13623,15532,16409,16140,16852,15196,14850,8096,2440,0,0,0,0,0,0,0,0,"Jefferson County, NE"
"NE","31151","Saline","County",14200,13843,12715,13131,12809,12542,14046,15010,16356,16514,17866,18252,20097,14491,3106,39,0,0,0,0,0,0,0,"Saline County, NE"
"KY","21119","Knott","County",16346,17649,17906,17940,14698,17362,20320,20007,15230,11655,10791,8704,5438,0,0,0,0,0,0,0,0,0,0,"Knott County, KY"
"MN","27063","Jackson","County",10266,11268,11677,13690,14352,15501,16306,16805,15863,15955,14491,14793,8924,4806,1825,181,0,0,0,0,0,0,0,"Jackson County, MN"
"CA","06009","Calaveras","County",45578,40554,31998,20710,13585,10289,9902,8221,6008,6183,9171,11200,8882,9094,8895,16299,16884,0,0,0,0,0,0,"Calaveras County, CA"
"VA","51119","Middlesex","County",10959,9932,8653,7719,6295,6319,6715,6673,7273,8157,8852,8220,7458,6252,4981,4364,4394,4392,4122,4057,4414,4203,4140,"Middlesex County, VA"
"PA","42065","Jefferson","County",45200,45932,46083,48303,43695,46792,49147,54090,52114,62104,63090,59113,44005,27935,21656,18270,13518,7253,2025,561,161,0,0,"Jefferson County, PA"
"TN","47027","Clay","County",7861,7976,7238,7676,6624,7289,8701,10904,9577,9193,9009,8421,7260,6987,0,0,0,0,0,0,0,0,0,"Clay County, TN"
"TN","47097","Lauderdale","County",27815,27101,23491,24555,20271,21844,25047,24461,23406,21494,21105,21971,18756,14918,10838,7559,5169,3435,0,0,0,0,0,"Lauderdale County, TN"
"OR","41001","Baker","County",16134,16741,15317,16134,14919,17295,16175,18297,16754,17929,18076,15597,6764,4616,2804,0,0,0,0,0,0,0,0,"Baker County, OR"
"NY","36097","Schuyler","County",18343,19224,18662,17686,16737,15044,14182,12979,12909,13098,14004,15811,16711,18842,18989,18840,0,0,0,0,0,0,0,"Schuyler County, NY"
"MI","26159","Van Buren","County",76258,76263,70060,66814,56173,48395,39184,35111,32637,30715,33185,33274,30541,30807,28829,15224,5800,1910,5,0,0,0,0,"Van Buren County, MI"
"KY","21127","Lawrence","County",15860,15569,13998,14121,10726,12134,14418,17275,16713,17643,20067,19612,17702,13262,8497,7601,6281,4730,3900,0,0,0,0,"Lawrence County, KY"
"KY","21175","Morgan","County",13923,13948,11648,12103,10019,11056,13624,16827,15130,16518,16259,12792,11249,8455,5975,9237,7620,4603,2857,0,0,0,0,"Morgan County, KY"
"SD","46025","Clark","County",3691,4143,4403,4894,5515,7134,8369,8955,11022,11136,10901,6942,6728,114,0,0,0,0,0,0,0,0,0,"Clark County, SD"
"NE","31057","Dundy","County",2008,2292,2582,2861,2926,3570,4354,5122,5610,4869,4098,2434,4012,37,0,0,0,0,0,0,0,0,0,"Dundy County, NE"
"TX","48289","Leon","County",16801,15335,12665,9594,8738,9951,12024,17733,19898,18286,16583,18072,13841,12817,6523,6781,1946,0,0,0,0,0,0,"Leon County, TX"
"VA","51595","Emporia","County",,,,,,,,,,,,,,,,,,,,,,,,"Emporia County, VA"
"KS","20071","Greeley","County",1247,1534,1774,1845,1819,2087,2010,1638,1712,1028,1335,493,1264,3,0,0,0,0,0,0,0,0,0,"Greeley County, KS"
"GA","13251","Screven","County",14593,15374,13842,14043,12591,14919,18000,20353,20503,23552,20202,19252,14424,12786,9175,8274,6847,4794,4776,3941,4477,3019,0,"Screven County, GA"
"TX","48433","Stonewall","County",1490,1693,2013,2406,2397,3017,3679,5589,5667,4086,5320,2183,1024,104,0,0,0,0,0,0,0,0,0,"Stonewall County, TX"
"OH","39069","Henry","County",28215,29210,29108,28383,27058,25392,22423,22756,22524,23362,25119,27282,25080,20585,14028,8901,3434,2503,262,0,0,0,0,"Henry County, OH"
"TX","48311","McMullen","County",707,851,817,789,1095,1116,1187,1374,1351,952,1091,1024,1038,701,230,0,0,0,0,0,0,0,0,"McMullen County, TX"
"MN","27121","Pope","County",10995,11236,10745,11657,11107,11914,12862,13544,13085,13631,12746,12577,10032,5874,2691,0,0,0,0,0,0,0,0,"Pope County, MN"
"IL","17033","Crawford","County",19817,20452,19464,20818,19824,20751,21137,21294,21085,22771,26281,19240,17283,16197,13889,11551,7135,4422,3117,3022,0,0,0,"Crawford County, IL"
"IA","19025","Calhoun","County",9670,11115,11508,13542,14287,15923,16925,17584,17605,17783,17090,18569,13107,5595,1602,147,0,0,0,0,0,0,0,"Calhoun County, IA"
"VA","51580","Covington","County",,,,,,,,,,,,,,,,,,,,,,,,"Covington County, VA"
"CO","08003","Alamosa","County",15445,14966,13617,11799,11422,10000,10531,10484,8602,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alamosa County, CO"
"TN","47041","DeKalb","County",18723,17423,14360,13589,11151,10774,11680,14588,14213,15370,15434,16460,15650,14813,11425,10573,8016,5868,0,0,0,0,0,"DeKalb County, TN"
"PA","42031","Clarion","County",39988,41765,41699,43362,38414,37408,38344,38410,34531,36170,36638,34283,36802,40328,26537,24988,23565,0,0,0,0,0,0,"Clarion County, PA"
"SD","46097","Miner","County",2389,2884,3272,3739,4454,5398,6268,6836,8376,8560,7661,5864,5165,363,0,0,0,0,0,0,0,0,0,"Miner County, SD"
"VA","51057","Essex","County",11151,9989,8689,8864,7099,6690,6530,7006,6976,8542,9105,9701,10047,11032,9927,10469,10206,11309,10521,9909,9376,9508,9122,"Essex County, VA"
"SC","45089","Williamsburg","County",34423,37217,36815,38226,34243,40932,43807,41011,34914,38539,37626,31685,27777,24110,15489,15489,12447,10327,9018,8716,6871,0,0,"Williamsburg County, SC"
"NY","36031","Essex","County",39370,38851,37152,36176,34631,35300,35086,34178,33959,31871,33458,30707,33052,34515,29042,28214,31148,23634,19287,12811,9477,0,0,"Essex County, NY"
"OK","40063","Hughes","County",14003,14154,13023,14338,13228,15144,20664,29189,30334,26045,24040,19945,0,0,0,0,0,0,0,0,0,0,0,"Hughes County, OK"
"VA","51027","Buchanan","County",24098,26978,31333,37989,32071,36724,35748,31477,16740,15441,12334,9692,5867,5694,3777,2793,0,0,0,0,0,0,0,"Buchanan County, VA"
"VA","51005","Alleghany","County",22211,23518,24846,28442,28022,28458,28934,29149,27027,21496,19921,16330,9283,5586,3674,6765,3515,2749,2816,0,0,0,0,"Alleghany County, VA"
"CO","08099","Prowers","County",12551,14483,13347,13070,13258,13296,14836,12304,14762,13845,9520,3766,1969,0,0,0,0,0,0,0,0,0,0,"Prowers County, CO"
"TX","48435","Sutton","County",4128,4077,4135,5130,3175,3738,3746,3977,2807,1598,1569,1727,658,0,0,0,0,0,0,0,0,0,0,"Sutton County, TX"
"IN","18137","Ripley","County",28818,26523,24616,24398,21138,20641,18763,18898,18078,18694,19452,19881,19350,21627,20977,19054,14820,10392,3989,1822,0,0,0,"Ripley County, IN"
"ND","38057","Mercer","County",8424,8644,9808,9404,6175,6805,8686,9611,9516,8224,4747,1778,428,0,0,0,0,0,0,0,0,0,0,"Mercer County, ND"
"GA","13147","Hart","County",25213,22997,19712,18585,15814,15229,14495,15512,15174,17944,16216,14492,10887,9094,6783,6137,0,0,0,0,0,0,0,"Hart County, GA"
"LA","22049","Jackson","County",16274,15397,15705,17321,15963,15828,15434,17807,13808,14486,13818,9119,7453,5328,7646,9465,5566,0,0,0,0,0,0,"Jackson Parish, LA"
"VA","51133","Northumberland","County",12330,12259,10524,9828,9239,10185,10012,10463,11081,11518,10777,9846,7885,7929,6863,7531,7346,7924,7953,8016,8308,7803,9163,"Northumberland County, VA"
"WI","55047","Green Lake","County",19051,19105,18651,18370,16878,15418,14749,14092,13913,14875,15491,15797,15163,14483,13195,12663,0,0,0,0,0,0,0,"Green Lake County, WI"
"MT","30073","Pondera","County",6153,6424,6433,6731,6611,7653,6392,6716,6964,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pondera County, MT"
"NV","32021","Mineral","County",4772,5071,6475,6217,7051,6329,5560,2342,1863,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mineral County, NV"
"MO","29119","McDonald","County",23083,21681,16938,14917,12357,11798,14144,15749,13936,14690,13539,13574,11283,7816,5226,4038,2236,0,0,0,0,0,0,"McDonald County, MO"
"ND","38021","Dickey","County",5289,5757,6107,7207,6976,8147,9121,9696,10877,10499,9839,6061,5573,0,0,0,0,0,0,0,0,0,0,"Dickey County, ND"
"ND","38003","Barnes","County",11066,11775,12545,13960,14669,16719,16884,17814,18804,18678,18066,13159,7045,1585,0,0,0,0,0,0,0,0,0,"Barnes County, ND"
"MN","27143","Sibley","County",15226,15356,14366,15448,15845,16228,15816,16625,15865,15635,15540,16862,15199,10637,6725,3609,0,0,0,0,0,0,0,"Sibley County, MN"
"TX","48271","Kinney","County",3598,3379,3119,2279,2006,2452,2668,4533,3980,3746,3401,2447,3781,4487,1204,61,0,0,0,0,0,0,0,"Kinney County, TX"
"IL","17135","Montgomery","County",30104,30652,30728,31686,30260,31244,32460,34499,35278,41403,35311,30836,30003,28078,25314,13979,6277,4490,2953,0,0,0,0,"Montgomery County, IL"
"MO","29005","Atchison","County",5685,6430,7457,8605,9240,9213,11127,12897,13421,13008,13604,16501,15533,14556,8440,4649,1678,0,0,0,0,0,0,"Atchison County, MO"
"IL","17055","Franklin","County",39561,39018,40319,43201,38329,39281,48685,53137,59442,57293,25943,19675,17138,16129,12652,9393,5681,3682,4083,1763,0,0,0,"Franklin County, IL"
"MT","30033","Garfield","County",1206,1279,1589,1656,1796,1981,2172,2641,4252,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,"Garfield County, MT"
"AL","01057","Fayette","County",17241,18495,17962,18809,16252,16148,19388,21651,18443,18365,16248,14132,12823,10135,7136,12850,9681,6942,3547,0,0,0,0,"Fayette County, AL"
"MI","26071","Iron","County",11817,13138,13175,13635,13813,17184,17692,20243,20805,22107,15164,8990,4432,0,0,0,0,0,0,0,0,0,0,"Iron County, MI"
"KY","21237","Wolfe","County",7355,7065,6503,6698,5669,6534,7615,9997,8425,8783,9864,8764,7180,5638,3603,0,0,0,0,0,0,0,0,"Wolfe County, KY"
"TX","48149","Fayette","County",24554,21804,20095,18832,17650,20384,24176,29246,30708,29965,29796,36542,31481,27996,16863,11604,3756,0,0,0,0,0,0,"Fayette County, TX"
"ME","23029","Washington","County",32856,33941,35308,34963,29859,32908,35187,37767,37826,41709,42905,45232,44482,44484,43343,42534,38811,28327,21294,12744,7870,4461,2758,"Washington County, ME"
"TX","48045","Briscoe","County",1637,1790,1971,2579,2794,3577,3528,4056,5590,2948,2162,1253,0,12,0,0,0,0,0,0,0,0,0,"Briscoe County, TX"
"MI","26131","Ontonagon","County",6780,7818,8854,9861,10548,10584,10282,11359,11114,12428,8650,6197,3756,2565,2845,4568,389,0,0,0,0,0,0,"Ontonagon County, MI"
"MN","27133","Rock","County",9687,9721,9806,10703,11346,11864,11278,10933,10962,10965,10222,9668,6817,3669,138,23,0,0,0,0,0,0,0,"Rock County, MN"
"SD","46137","Ziebach","County",2801,2519,2220,2308,2221,2495,2606,2875,4039,3718,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ziebach County, SD"
"MI","26013","Baraga","County",8860,8746,7954,8484,7789,7151,8037,9356,9168,7662,6127,4320,3036,1804,0,0,0,0,0,0,0,0,0,"Baraga County, MI"
"OK","40015","Caddo","County",29600,30150,29550,30905,28931,28621,34913,41567,50779,34207,35685,30241,0,0,0,0,0,0,0,0,0,0,0,"Caddo County, OK"
"TX","48383","Reagan","County",3367,3326,4514,4135,3239,3782,3127,1997,3028,377,392,0,0,0,0,0,0,0,0,0,0,0,0,"Reagan County, TX"
"AR","05141","Van Buren","County",17295,16192,14008,13357,8275,7228,9687,12518,11962,13666,13509,11220,8567,9565,5107,5357,2864,1518,0,0,0,0,0,"Van Buren County, AR"
"AR","05071","Johnson","County",25540,22781,18221,17423,13630,12421,16138,18795,19289,21062,19698,17448,16758,11565,9152,7612,5227,3433,0,0,0,0,0,"Johnson County, AR"
"NY","36041","Hamilton","County",4836,5379,5279,5034,4714,4267,4105,4188,3929,3970,4373,4947,4762,3923,2960,3024,2188,1907,1325,1251,0,0,0,"Hamilton County, NY"
"TX","48083","Coleman","County",8895,9235,9710,10439,10288,12458,15503,20571,23669,18805,22618,10077,6112,3603,347,0,0,0,0,0,0,0,0,"Coleman County, TX"
"AK","02290","Yukon-Koyukuk","County",5588,6551,8478,7873,4752,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yukon Borough, AK"
"TX","48357","Ochiltree","County",10223,9006,9128,9588,9704,9380,6024,4213,5224,2331,1602,267,198,0,0,0,0,0,0,0,0,0,0,"Ochiltree County, TX"
"TX","48103","Crane","County",4375,3996,4652,4600,4172,4699,3965,2841,2221,37,331,51,15,0,0,0,0,0,0,0,0,0,0,"Crane County, TX"
"WY","56003","Big Horn","County",11668,11461,10525,11896,10202,11898,13176,12911,11222,12105,8886,4328,0,0,0,0,0,0,0,0,0,0,0,"Big Horn County, WY"
"TN","47081","Hickman","County",24690,22295,16754,15151,12096,11862,13353,14873,13613,16216,16527,16367,14499,12095,9856,9312,9397,8618,8119,6080,2583,0,0,"Hickman County, TN"
"MO","29081","Harrison","County",8957,8850,8469,9890,10257,11603,14107,16525,17233,19719,20466,24398,21033,20304,14635,10626,2447,0,0,0,0,0,0,"Harrison County, MO"
"MO","29067","Douglas","County",13684,13084,11876,11594,9268,9653,12638,15600,13959,15436,16664,16802,14111,7753,3915,2414,0,0,0,0,0,0,0,"Douglas County, MO"
"ND","38009","Bottineau","County",6429,7149,8011,9239,9496,11315,12140,13253,14853,15109,17295,7532,2893,0,0,0,0,0,0,0,0,0,0,"Bottineau County, ND"
"WY","56017","Hot Springs","County",4812,4882,4809,5710,4952,6365,5250,4607,5476,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hot Springs County, WY"
"MI","26001","Alcona","County",10942,11719,10145,9740,7113,6352,5856,5463,4989,5912,5703,5691,5409,3107,696,185,0,0,0,0,0,0,0,"Alcona County, MI"
"AR","05129","Searcy","County",8195,8261,7841,8847,7731,8124,10424,11942,11056,14590,14825,11988,9664,7278,5614,5271,1979,936,0,0,0,0,0,"Searcy County, AR"
"NE","31131","Otoe","County",15740,15396,14252,15183,15576,16503,17056,18994,19901,19494,19323,22288,25403,15727,12345,4211,0,0,0,0,0,0,0,"Otoe County, NE"
"PA","42023","Cameron","County",5085,5974,5913,6674,7096,7586,7023,6852,5307,6297,7644,7048,7238,5159,4273,0,0,0,0,0,0,0,0,"Cameron County, PA"
"MN","27161","Waseca","County",19136,19526,18079,18448,16663,16041,14957,15186,14412,14133,13466,14760,13313,12385,7854,2601,0,0,0,0,0,0,0,"Waseca County, MN"
"SD","46015","Brule","County",5255,5364,5485,5245,5870,6319,6076,6195,7416,7141,6451,5401,6737,238,0,0,0,0,0,0,0,0,0,"Brule County, SD"
"IL","17023","Clark","County",16335,17008,15921,16913,16216,16546,17362,18842,17872,21165,23517,24033,21899,21894,18719,14987,9532,7453,3940,931,0,0,0,"Clark County, IL"
"KY","21201","Robertson","County",2282,2266,2124,2265,2163,2443,2881,3419,3344,3871,4121,4900,4684,5814,5399,0,0,0,0,0,0,0,0,"Robertson County, KY"
"TN","47095","Lake","County",7832,7954,7129,7455,7896,9572,11655,11235,10486,9075,8704,7368,5304,3968,2428,0,0,0,0,0,0,0,0,"Lake County, TN"
"TX","48333","Mills","County",4936,5151,4531,4477,4212,4467,5999,7951,8293,9019,9694,7851,5493,0,0,0,0,0,0,0,0,0,0,"Mills County, TX"
"ID","16049","Idaho","County",16267,15511,13783,14769,12891,13542,11423,12691,10107,11749,12384,9121,2955,2031,849,0,0,0,0,0,0,0,0,"Idaho County, ID"
"KS","20115","Marion","County",12660,13361,12888,13522,13935,15143,16307,18951,20739,22923,22415,20676,20539,12453,768,74,0,0,0,0,0,0,0,"Marion County, KS"
"VA","51029","Buckingham","County",17146,15623,12873,11751,10597,10877,12288,13398,13315,14885,15204,15266,14383,15540,13371,15212,13837,18786,18351,17569,20059,13389,9779,"Buckingham County, VA"
"MN","27033","Cottonwood","County",11687,12167,12694,14854,14887,16166,15763,16143,14782,14570,12651,12069,7412,5533,534,12,0,0,0,0,0,0,0,"Cottonwood County, MN"
"GA","13291","Union","County",21356,17289,11993,9390,6811,6510,7318,7680,6340,6455,6918,8481,7749,6431,5267,4413,7234,3152,0,0,0,0,0,"Union County, GA"
"TX","48403","Sabine","County",10834,10469,9586,8702,7187,7302,8568,10896,11998,12299,8582,6394,4969,4161,3256,2750,2498,0,0,0,0,0,0,"Sabine County, TX"
"OH","39131","Pike","County",28709,27695,24249,22802,19114,19380,14607,16113,13876,14151,15723,18172,17482,17927,15447,13643,10953,7626,6024,4253,0,0,0,"Pike County, OH"
"AL","01131","Wilcox","County",11670,13183,13568,14755,16303,18739,23476,26279,24880,31080,33810,35631,30816,31828,28377,24618,17352,15278,9548,2917,0,0,0,"Wilcox County, AL"
"MS","28097","Montgomery","County",10925,12189,12388,13366,12918,13320,14470,15703,15009,13805,17706,16536,14459,13348,0,0,0,0,0,0,0,0,0,"Montgomery County, MS"
"NE","31087","Hitchcock","County",2908,3111,3750,4079,4051,4829,5867,6404,7269,6045,5415,4409,5799,1012,0,0,0,0,0,0,0,0,0,"Hitchcock County, NE"
"AR","05133","Sevier","County",17058,15757,13637,14060,11272,10156,12293,15248,16364,18301,16616,16339,10072,6192,4492,10516,4240,2810,634,0,0,0,0,"Sevier County, AR"
"WY","56043","Washakie","County",8533,8289,8388,9496,7569,8883,7252,5858,4109,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,"Washakie County, WY"
"WI","55123","Vernon","County",29773,28056,25617,25642,24557,25663,27906,29940,28537,29252,28116,28351,25111,23235,18645,11007,0,0,0,0,0,0,0,"Vernon County, WI"
"MO","29093","Iron","County",10630,10697,10726,11084,9529,8041,9458,10440,9642,9458,8563,8716,9119,8183,6278,5842,0,0,0,0,0,0,0,"Iron County, MO"
"TX","48225","Houston","County",23732,23185,21375,22299,17855,19376,22825,31137,30017,28601,29564,25452,19360,16702,8147,8058,2721,0,0,0,0,0,0,"Houston County, TX"
"OH","39111","Monroe","County",14642,15180,15497,17382,15739,15268,15362,18641,18426,20660,24244,27031,25175,26496,25779,25741,28351,18521,8768,4645,0,0,0,"Monroe County, OH"
"KS","20165","Rush","County",3307,3551,3842,4516,5117,6160,7231,8285,9093,8360,7826,6134,5204,5490,0,0,0,0,0,0,0,0,0,"Rush County, KS"
"KS","20187","Stanton","County",2235,2406,2333,2339,2287,2108,2263,1443,2152,908,1034,327,1031,5,0,0,0,0,0,0,0,0,0,"Stanton County, KS"
"KY","21129","Lee","County",7887,7916,7422,7754,6587,7420,8739,10860,9729,11918,9531,7988,6205,4254,3055,0,0,0,0,0,0,0,0,"Lee County, KY"
"MN","27071","Koochiching","County",13311,14355,16299,17571,17131,18190,16910,16930,14078,13520,6431,0,0,0,0,0,0,0,0,0,0,0,0,"Koochiching County, MN"
"OK","40097","Mayes","County",41259,38369,33366,32261,23302,20073,19743,21668,17883,16829,13596,11064,0,0,0,0,0,0,0,0,0,0,0,"Mayes County, OK"
