"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"FL","29380","Lake City, FL","Micropolitan Statistical Area",67531,56513,42613,35399,25250,20077,18216,16859,14638,14290,17689,17094,12877,9589,7335,4646,4808,2102,0,0,0,0,0,"Lake City, FL"
"FL","29460","Lakeland-Winter Haven, FL","Metropolitan Statistical Area",602095,483924,405382,321652,227222,195139,123997,86665,72291,38661,24148,12472,7905,3181,3169,0,0,0,0,0,0,0,0,"Lakeland, FL"
"FL","33100","Miami-Fort Lauderdale-Pompano Beach, FL","Metropolitan Statistical Area",5564635,5007564,4056100,3220844,2236645,1497099,693705,387522,214830,66542,17510,4955,861,257,85,83,159,446,0,0,0,0,0,"Miami, FL"
"FL","34940","Naples-Marco Island, FL","Metropolitan Statistical Area",321520,251377,152099,85971,38040,15753,6488,5102,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Naples, FL"
"FL","35840","North Port-Sarasota-Bradenton, FL","Metropolitan Statistical Area",702281,589959,489483,350693,217528,146063,63531,42204,34942,18712,9550,4663,2895,3544,1931,854,0,0,0,0,0,0,0,"North Port, FL"
"FL","36100","Ocala, FL","Metropolitan Statistical Area",331298,258916,194833,122488,69030,51616,38187,31243,29578,23968,26941,24403,20796,13046,10804,8609,3338,0,0,0,0,0,0,"Ocala, FL"
"FL","36380","Okeechobee, FL","Micropolitan Statistical Area",39996,35910,29627,20264,11233,6424,3454,3000,4129,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,"Okeechobee, FL"
"FL","36740","Orlando-Kissimmee-Sanford, FL","Metropolitan Statistical Area",2134411,1644561,1224852,804925,522575,394899,189579,129752,102332,50815,34123,22285,23751,6618,2195,987,466,73,733,0,0,0,0,"Orlando, FL"
"FL","37260","Palatka, FL","Micropolitan Statistical Area",74364,70423,65070,50549,36290,32212,23615,18698,18096,14568,13096,11641,11186,6261,3821,2712,687,0,0,0,0,0,0,"Palatka, FL"
"FL","37340","Palm Bay-Melbourne-Titusville, FL","Metropolitan Statistical Area",543376,476230,398978,272959,230006,111435,23653,16142,13283,8505,4717,5158,3401,1478,1216,246,139,0,0,0,0,0,0,"Palm Bay, FL"
"FL","37460","Panama City, FL","Metropolitan Statistical Area",168852,148217,126994,97740,75283,67131,42689,20686,12091,11407,0,0,0,0,0,0,0,0,0,0,0,0,0,"Panama City, FL"
"FL","37860","Pensacola-Ferry Pass-Brent, FL","Metropolitan Statistical Area",448991,412153,344406,289782,243075,203376,131260,90752,67677,63056,52926,38606,28149,18801,11129,11248,7234,3993,3386,0,0,0,0,"Pensacola, FL"
"FL","38940","Port St. Lucie, FL","Metropolitan Statistical Area",424107,319426,251071,151196,78871,56226,27987,18166,12168,7886,4075,0,0,0,0,0,0,0,0,0,0,0,0,"Port St. Lucie, FL"
"FL","39460","Punta Gorda, FL","Metropolitan Statistical Area",159978,141627,110975,58460,27559,12594,4286,3663,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Punta Gorda, FL"
"FL","42680","Sebastian-Vero Beach, FL","Metropolitan Statistical Area",138028,112947,90208,59896,35992,25309,11872,8957,6724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sebastian, FL"
"FL","42700","Sebring-Avon Park, FL","Metropolitan Statistical Area",98786,87366,68432,47526,29507,21338,13636,9246,9192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sebring, FL"
"FL","45220","Tallahassee, FL","Metropolitan Statistical Area",367413,320304,259096,211810,157317,131014,103718,80591,72242,61229,63637,56525,48520,50619,40942,34454,29899,22418,14701,0,0,0,0,"Tallahassee, FL"
"FL","45300","Tampa-St. Petersburg-Clearwater, FL","Metropolitan Statistical Area",2783243,2395997,2067959,1613603,1105553,820443,436365,291622,231190,129872,90873,45705,21666,10062,6154,4181,3303,452,0,0,0,0,0,"Tampa, FL"
"FL","45540","The Villages, FL","Metropolitan Statistical Area",93420,53345,31577,24272,14839,11869,11330,11041,10644,7851,6696,6187,5363,4686,2952,1549,0,0,0,0,0,0,0,"The Villages, FL"
"FL","48100","Wauchula, FL","Micropolitan Statistical Area",27731,26938,19499,19379,14889,12370,10073,10158,10348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wauchula, FL"
"GA","10500","Albany, GA","Metropolitan Statistical Area",153857,153759,142959,142483,122869,111308,83962,74451,70018,74431,68864,61710,45831,39542,33915,24486,6660,4520,1680,0,0,0,0,"Albany, GA"
"GA","11140","Americus, GA","Micropolitan Statistical Area",37829,36966,33816,32793,30028,27908,28244,29535,32147,34883,34305,31711,27550,23541,21688,14061,10322,5759,0,0,0,0,0,"Americus, GA"
"GA","12020","Athens-Clarke County, GA","Metropolitan Statistical Area",192541,166079,136025,113601,94207,70839,65755,61835,61543,76268,69908,57415,50874,41431,29950,28700,29081,25900,28440,26548,19925,9780,0,"Athens, GA"
"GA","12060","Atlanta-Sandy Springs-Alpharetta, GA","Metropolitan Statistical Area",5286728,4263438,3082308,2338211,1852235,1398465,1091223,921233,814720,748265,646399,533667,452751,377875,273900,246473,218384,161847,110599,36915,15942,0,0,"Atlanta, GA"
"GA","12460","Bainbridge, GA","Micropolitan Statistical Area",27842,28240,25511,25495,22310,25203,23620,22234,23622,31785,29045,29454,19949,19072,15183,11922,8262,5872,3854,0,0,0,0,"Bainbridge, GA"
"GA","15260","Brunswick, GA","Metropolitan Statistical Area",112370,93044,82207,71728,63839,54209,41441,34083,32058,24489,22162,20854,19890,12738,9867,9435,10960,10662,9565,8547,7156,4534,413,"Brunswick, GA"
"GA","15660","Calhoun, GA","Micropolitan Statistical Area",55186,44104,35072,30070,23570,19228,18922,18445,16846,17736,15861,14119,12758,11171,9268,10146,5984,0,0,0,0,0,0,"Calhoun, GA"
"GA","16340","Cedartown, GA","Micropolitan Statistical Area",41475,38127,33815,32386,29656,28015,30976,28467,25141,20357,20203,17856,14945,11952,7822,6295,0,0,0,0,0,0,0,"Cedartown, GA"
"GA","18380","Cordele, GA","Micropolitan Statistical Area",23439,21996,20011,19489,18087,17768,17663,17540,17343,18914,16423,0,0,0,0,0,0,0,0,0,0,0,0,"Cordele, GA"
"GA","18460","Cornelia, GA","Micropolitan Statistical Area",43041,35902,27621,25020,20691,18116,16553,14771,12748,10730,10134,13604,11573,8718,6322,5966,8895,7961,10671,3145,0,0,0,"Cornelia, GA"
"GA","19140","Dalton, GA","Metropolitan Statistical Area",142227,120031,98609,85474,68094,52556,45108,37242,30023,26387,25697,23132,21377,20169,16617,17130,14433,4695,0,0,0,0,0,"Dalton, GA"
"GA","20060","Douglas, GA","Micropolitan Statistical Area",50731,45022,35805,33035,28707,28141,31323,28634,26633,26309,21953,16169,10483,5070,3192,2879,0,0,0,0,0,0,0,"Douglas, GA"
"GA","20140","Dublin, GA","Micropolitan Statistical Area",65299,60288,54311,51737,46112,46235,49538,54191,52862,60815,48398,37317,19876,14853,10798,9917,6442,5585,5589,5436,2210,0,0,"Dublin, GA"
"GA","22340","Fitzgerald, GA","Micropolitan Statistical Area",17634,17484,16245,16000,13171,13633,14879,14523,13047,14599,11863,0,0,0,0,0,0,0,0,0,0,0,0,"Fitzgerald, GA"
"GA","23580","Gainesville, GA","Metropolitan Statistical Area",179684,139277,95428,75649,59405,49739,40113,34822,30313,26822,25730,20752,18047,15298,9607,9366,8713,7875,11748,5086,0,0,0,"Gainesville, GA"
"GA","25980","Hinesville, GA","Metropolitan Statistical Area",77917,71914,58947,42107,21315,18361,12042,12681,12333,12707,12924,13093,12887,10649,7688,8367,7926,7241,7233,6695,6228,5313,5355,"Hinesville, GA"
"GA","27600","Jefferson, GA","Micropolitan Statistical Area",60485,41589,30005,25343,21093,18499,18997,20089,21609,24654,30169,24039,19176,16297,11181,10605,9768,8522,9004,8355,10569,7736,0,"Jefferson, GA"
"GA","27700","Jesup, GA","Micropolitan Statistical Area",30099,26565,22356,20750,17858,17921,14248,13122,12647,14381,13069,9449,7485,5980,2177,2268,1499,1258,963,1010,676,0,0,"Jesup, GA"
"GA","31420","Macon-Bibb County, GA","Metropolitan Statistical Area",232293,222368,206616,198483,180597,173963,146528,119108,113032,124011,109245,103597,91726,75142,64006,57364,57071,52545,50045,27210,12002,0,0,"Macon, GA"
"GA","33300","Milledgeville, GA","Micropolitan Statistical Area",55149,54776,48438,44152,43259,44043,40758,36954,35948,38148,37543,36045,31757,30795,21935,21122,19726,16909,19115,20468,19686,14456,0,"Milledgeville, GA"
"GA","34220","Moultrie, GA","Micropolitan Statistical Area",45498,42053,36645,35376,32200,34048,33999,33012,30622,29332,19789,13636,4794,2527,1654,1316,0,0,0,0,0,0,0,"Moultrie, GA"
"GA","40660","Rome, GA","Metropolitan Statistical Area",96317,90565,81251,79800,73742,69130,62899,56141,48667,39841,36736,33113,28391,24418,17230,15195,8205,4441,0,0,0,0,0,"Rome, GA"
"GA","41220","St. Marys, GA","Micropolitan Statistical Area",50513,43664,30167,13371,11334,9975,7322,5910,6338,6969,7690,7669,6178,6183,4615,5420,6319,6075,4578,4342,3941,1681,305,"St. Marys, GA"
"GA","42340","Savannah, GA","Metropolitan Statistical Area",347611,293000,258060,230728,207938,204669,166579,133904,121547,116360,96363,85695,68859,55931,50745,39813,31189,25058,20190,20776,18953,17854,13193,"Savannah, GA"
"GA","44340","Statesboro, GA","Micropolitan Statistical Area",70217,55983,43125,35785,31585,24263,24740,26010,26509,26133,26464,21377,13712,8053,5610,5668,4300,3102,2587,2578,2305,1913,0,"Statesboro, GA"
"GA","44900","Summerville, GA","Micropolitan Statistical Area",26015,25470,22242,21856,20541,19954,21197,18532,15407,14312,13608,12952,11202,10021,6902,7165,6815,3438,0,0,0,0,0,"Summerville, GA"
"GA","45580","Thomaston, GA","Micropolitan Statistical Area",27153,27597,26300,25998,23505,23800,25078,25064,19509,14786,12757,13670,12188,12400,9430,9910,9424,9408,7013,0,0,0,0,"Thomaston, GA"
"GA","45620","Thomasville, GA","Micropolitan Statistical Area",44720,42737,38986,38098,34515,34319,33932,31289,32612,33044,29071,31076,26154,20597,14523,10766,10103,6766,3299,0,0,0,0,"Thomasville, GA"
"GA","45700","Tifton, GA","Micropolitan Statistical Area",40118,38407,34998,32862,27288,23487,22645,18599,16068,14493,11487,0,0,0,0,0,0,0,0,0,0,0,0,"Tifton, GA"
"GA","45740","Toccoa, GA","Micropolitan Statistical Area",26175,25435,23257,21763,20331,18391,16647,12972,11740,11215,9728,0,0,0,0,0,0,0,0,0,0,0,0,"Toccoa, GA"
"GA","46660","Valdosta, GA","Metropolitan Statistical Area",139588,119560,99244,91178,75806,71535,61025,60953,59258,54372,51577,41851,32160,25329,18641,13096,7714,5574,2453,0,0,0,0,"Valdosta, GA"
"GA","47080","Vidalia, GA","Micropolitan Statistical Area",36346,34337,31235,29603,25250,23121,25283,26620,27185,23064,30844,16359,9248,5381,3586,2997,2154,1616,1269,1869,2954,3180,0,"Vidalia, GA"
"GA","47580","Warner Robins, GA","Metropolitan Statistical Area",167595,134433,110397,96756,78914,53000,32669,21681,21548,21964,23609,22641,21613,22414,20406,15611,16450,9711,7369,0,0,0,0,"Warner Robins, GA"
"GA","48180","Waycross, GA","Micropolitan Statistical Area",55070,51119,48799,49077,42806,43897,41401,39729,39080,40295,33706,21861,15190,8697,5064,4173,3888,2323,1205,0,0,0,0,"Waycross, GA"
"GA-AL","17980","Columbus, GA-AL","Metropolitan Statistical Area",307788,293518,278628,272389,268339,249127,205208,163533,131509,123535,119916,118851,110221,102298,91759,97137,95688,72517,15989,0,0,0,0,"Columbus, GA"
"GA-AL","29300","LaGrange, GA-AL","Micropolitan Statistical Area",101259,95362,92412,89194,80822,85017,89369,86025,76065,77298,62284,56556,47042,44005,35194,39476,40839,33066,5799,0,0,0,0,"LaGrange, GA"
"GA-SC","12260","Augusta-Richmond County, GA-SC","Metropolitan Statistical Area",564873,508032,443205,389511,330905,284926,229492,203546,194597,196996,187651,176023,180992,162075,104831,95662,89567,75211,72737,64457,56004,46220,34073,"Augusta, GA"
"HI","25900","Hilo, HI","Micropolitan Statistical Area",185079,148677,120317,92053,63468,61332,68350,73276,73325,64895,55382,46843,0,0,0,0,0,0,0,0,0,0,0,"Hilo, HI"
"HI","27980","Kahului-Wailuku-Lahaina, HI","Metropolitan Statistical Area",154834,128094,100374,70847,45984,42576,48179,55534,55541,37385,29762,26743,0,0,0,0,0,0,0,0,0,0,0,"Kahului, HI"
"HI","28180","Kapaa, HI","Micropolitan Statistical Area",67091,58463,51177,39082,29761,28176,29905,35818,35942,29438,23952,20734,0,0,0,0,0,0,0,0,0,0,0,"Kapaa, HI"
"HI","46520","Urban Honolulu, HI","Metropolitan Statistical Area",953207,876156,836231,762565,629176,500409,353020,257696,202887,123496,81993,58504,0,0,0,0,0,0,0,0,0,0,0,"Urban Honolulu, HI"
"IA","11180","Ames, IA","Metropolitan Statistical Area",115848,106205,99438,98510,89253,77364,72433,63216,60412,56077,51709,51359,41899,37744,26235,8283,735,0,0,0,0,0,0,"Ames, IA"
"IA","16140","Carroll, IA","Micropolitan Statistical Area",20816,21421,21423,22951,22912,23431,23065,22770,22326,21549,20117,20319,18828,12351,2451,281,0,0,0,0,0,0,0,"Carroll, IA"
"IA","16300","Cedar Rapids, IA","Metropolitan Statistical Area",257940,237230,210640,213825,205966,181014,146331,131971,124393,116691,102926,102523,89714,83177,73265,40749,9123,1844,0,0,0,0,0,"Cedar Rapids, IA"
"IA","17540","Clinton, IA","Micropolitan Statistical Area",49116,50149,51040,57122,56749,55060,49664,44722,44377,43371,45394,43832,41199,36763,35357,18938,2822,821,0,0,0,0,0,"Clinton, IA"
"IA","19780","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",606475,518607,451141,428566,398844,372451,328062,301410,280621,257667,212289,189473,162458,138300,100917,47430,8787,0,0,0,0,0,0,"Des Moines, IA"
"IA","20220","Dubuque, IA","Metropolitan Statistical Area",93653,89143,86403,93745,90609,80048,71337,63768,61214,58262,57450,56403,49848,42996,38969,31164,10841,3059,0,0,0,0,0,"Dubuque, IA"
"IA","21840","Fairfield, IA","Micropolitan Statistical Area",16843,16181,16310,16316,15774,15818,15696,15762,16241,16440,15951,17437,15184,17469,17839,15038,9904,2773,0,0,0,0,0,"Fairfield, IA"
"IA","22700","Fort Dodge, IA","Micropolitan Statistical Area",38013,40235,40342,45953,48391,47810,44241,41521,40425,37611,34629,31757,21582,15951,10484,2504,0,0,0,0,0,0,0,"Fort Dodge, IA"
"IA","26980","Iowa City, IA","Metropolitan Statistical Area",152586,131676,115731,101858,91094,73069,65313,53246,50098,46883,45839,45535,41550,45803,43850,31808,9429,3085,0,0,0,0,0,"Iowa City, IA"
"IA","32260","Marshalltown, IA","Micropolitan Statistical Area",40648,39311,38276,41652,41076,37984,35611,35406,33727,32630,30279,29991,25842,23752,17576,6015,338,0,0,0,0,0,0,"Marshalltown, IA"
"IA","32380","Mason City, IA","Micropolitan Statistical Area",51749,54356,54724,57533,58303,60153,57121,55294,49640,46305,34961,31559,24111,19414,7614,1696,0,0,0,0,0,0,0,"Mason City, IA"
"IA","34700","Muscatine, IA","Micropolitan Statistical Area",42745,41722,39907,40436,37181,33840,32148,31296,29385,29042,29505,28242,24504,23170,21688,16444,5731,1942,0,0,0,0,0,"Muscatine, IA"
"IA","36820","Oskaloosa, IA","Micropolitan Statistical Area",22381,22335,21522,22867,22177,23602,24672,26485,25804,26270,29860,34273,28805,25202,22508,14816,5989,0,0,0,0,0,0,"Oskaloosa, IA"
"IA","36900","Ottumwa, IA","Micropolitan Statistical Area",35625,36051,35687,40241,42149,46126,47397,44280,40480,37937,37743,35426,30426,25285,22346,14518,8471,0,0,0,0,0,0,"Ottumwa, IA"
"IA","37800","Pella, IA","Micropolitan Statistical Area",33309,32052,30001,29669,26352,25886,25930,27019,25727,24957,22995,24159,23058,25111,24436,16813,5482,0,0,0,0,0,0,"Pella, IA"
"IA","43980","Spencer, IA","Micropolitan Statistical Area",16667,17372,17585,19576,18464,18504,18103,17762,16107,15660,12766,13401,9309,4248,1523,52,0,0,0,0,0,0,0,"Spencer, IA"
"IA","44020","Spirit Lake, IA","Micropolitan Statistical Area",16667,16424,14909,15629,12565,12574,12756,12185,10982,10241,8137,7995,4328,1901,1389,180,0,0,0,0,0,0,0,"Spirit Lake, IA"
"IA","44740","Storm Lake, IA","Micropolitan Statistical Area",20260,20411,19965,20774,20693,21189,21113,19838,18667,18556,15981,16975,13548,7537,1585,57,0,0,0,0,0,0,0,"Storm Lake, IA"
"IA","47940","Waterloo-Cedar Falls, IA","Metropolitan Statistical Area",167819,163706,158640,177147,169772,157722,133054,111396,100325,87718,74282,62461,52064,50633,40633,13952,135,0,0,0,0,0,0,"Waterloo, IA"
"IA-IL","15460","Burlington, IA-IL","Micropolitan Statistical Area",47656,50564,50710,55317,55433,52842,50472,45753,46940,45290,45869,46825,45200,43821,39838,29112,17600,5577,0,0,0,0,0,"Burlington, IA"
"IA-IL","19340","Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",379690,376019,368151,403244,379932,336524,298122,259570,236015,230211,191863,167801,136964,135667,122657,82666,21976,8362,67,0,0,0,0,"Davenport, IA"
"IA-IL-MO","22800","Fort Madison-Keokuk, IA-IL-MO","Micropolitan Statistical Area",62105,65589,67607,75476,74901,77506,77895,77537,77942,80073,80151,87317,84748,85227,86812,69977,39040,18885,483,0,0,0,0,"Fort Madison, IA"
"IA-NE-SD","43580","Sioux City, IA-NE-SD","Metropolitan Statistical Area",143577,143053,131350,135532,133285,138320,134239,135551,134240,122779,96333,82584,78232,29199,13064,2185,0,0,0,0,0,0,0,"Sioux City, IA"
"ID","13940","Blackfoot, ID","Micropolitan Statistical Area",45607,41735,37583,36489,29167,28218,23271,21044,18561,18310,23306,10447,13575,0,0,0,0,0,0,0,0,0,0,"Blackfoot, ID"
"ID","14260","Boise City, ID","Metropolitan Statistical Area",616561,464840,319596,280035,191090,168270,141059,108917,82224,75088,63705,27034,13731,9314,8222,0,0,0,0,0,0,0,0,"Boise City, ID"
"ID","15420","Burley, ID","Micropolitan Statistical Area",43021,41590,38893,39145,32748,30515,24414,24300,21519,24694,7197,3951,3143,1312,0,0,0,0,0,0,0,0,0,"Burley, ID"
"ID","17660","Coeur d'Alene, ID","Metropolitan Statistical Area",138494,108685,69795,59770,35332,29556,24947,22283,19469,17878,22747,10216,4108,518,0,0,0,0,0,0,0,0,0,"Coeur d'Alene, ID"
"ID","25200","Hailey, ID","Micropolitan Statistical Area",22493,19982,14279,10659,6477,5515,6463,6655,5179,6203,8387,4900,0,0,0,0,0,0,0,0,0,0,0,"Hailey, ID"
"ID","26820","Idaho Falls, ID","Metropolitan Statistical Area",133265,104576,91668,84626,65794,62076,43427,38336,30769,29882,0,0,0,0,0,0,0,0,0,0,0,0,0,"Idaho Falls, ID"
"ID","34140","Moscow, ID","Micropolitan Statistical Area",37244,34935,30617,28749,24891,21170,20971,18804,17798,18092,18818,13451,9173,0,0,0,0,0,0,0,0,0,0,"Moscow, ID"
"ID","34300","Mountain Home, ID","Micropolitan Statistical Area",27038,29130,21205,21565,17479,16719,6687,5518,4491,5087,4785,2286,1870,0,0,0,0,0,0,0,0,0,0,"Mountain Home, ID"
"ID","38540","Pocatello, ID","Metropolitan Statistical Area",90656,83103,73112,72265,57064,53453,45733,38724,35723,32637,19242,11702,0,0,0,0,0,0,0,0,0,0,0,"Pocatello, ID"
"ID","39940","Rexburg, ID","Micropolitan Statistical Area",50778,39286,34611,30293,22162,18096,18507,19490,18240,19547,24606,12821,0,0,0,0,0,0,0,0,0,0,0,"Rexburg, ID"
"ID","41760","Sandpoint, ID","Micropolitan Statistical Area",40877,36835,26622,24163,15560,15587,14853,15667,13152,12957,13588,0,0,0,0,0,0,0,0,0,0,0,0,"Sandpoint, ID"
"ID","46300","Twin Falls, ID","Metropolitan Statistical Area",99604,82626,68718,67767,52060,53554,53059,46303,38186,34127,13543,0,0,0,0,0,0,0,0,0,0,0,0,"Twin Falls, ID"
"ID-WA","30300","Lewiston, ID-WA","Metropolitan Statistical Area",60888,57961,51359,50043,44175,39975,33536,27238,25727,21792,30691,17114,4427,3965,1607,0,0,0,0,0,0,0,0,"Lewiston, ID"
"IL","14010","Bloomington, IL","Metropolitan Statistical Area",169572,150433,129180,119149,104389,83877,76577,73930,73117,70107,68008,67843,63036,60100,53988,28772,10163,6565,0,0,0,0,0,"Bloomington, IL"
"IL","16060","Carbondale-Marion, IL","Metropolitan Statistical Area",139157,133786,130147,127684,111579,95196,95474,100071,99763,110205,94572,77334,65048,54907,48211,31136,17192,11649,3424,2385,0,0,0,"Carbondale, IL"
"IL","16460","Centralia, IL","Micropolitan Statistical Area",39437,41691,41561,43523,38986,39349,41700,47989,35635,37497,35094,30446,24341,23686,20622,12739,6720,4742,2125,0,0,0,0,"Centralia, IL"
"IL","16580","Champaign-Urbana, IL","Metropolitan Statistical Area",217810,196034,188573,184973,178790,147396,120070,85237,79861,72673,68205,65328,59221,56446,43690,20756,4255,1475,0,0,0,0,0,"Champaign, IL"
"IL","16660","Charleston-Mattoon, IL","Micropolitan Statistical Area",64921,64449,62314,63322,57587,52796,50824,50168,47734,47966,48798,50270,45536,40801,37458,22514,13053,9616,0,0,0,0,0,"Charleston, IL"
"IL","19180","Danville, IL","Metropolitan Statistical Area",81625,83919,88257,95222,97047,96176,87079,86791,89339,86162,77996,65635,49905,41588,30388,19800,11492,9303,5836,0,0,0,0,"Danville, IL"
"IL","19500","Decatur, IL","Metropolitan Statistical Area",110768,114706,117206,131375,125010,118257,98853,84693,81731,65175,54186,44003,38083,30665,26481,13738,3988,3039,1122,0,0,0,0,"Decatur, IL"
